 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       87752      100000       0          0     
   0.1       16836      100000      647       63934   
   0.2       16825      100000      618       64708   
   0.3       16859      100000      649       63694   
   0.4       16807      100000      671       64132   
   0.5       16995      100000      627       64274   
   0.6       16960      100000      655       64263   
   0.7       17060      100000      628       63748   
   0.8       17053      100000      603       63878   
   0.9       17210      100000      611       63213   
   1.0       17141      100000      664       63919   
   1.1       17340      100000      637       62809   
   1.2       17393      100000      604       62883   
   1.3       17474      100000      591       62565   
   1.4       17718      100000      609       62027   
   1.5       17894      100000      601       61639   
   1.6       18259      100000      563       60652   
   1.7       18394      100000      561       60040   
   1.8       18581      100000      561       60580   
   1.9       18756      100000      526       59933   
   2.0       19234      100000      473       58745   
   2.1       19306      100000      479       58806   
   2.2       19629      100000      443       58135   
   2.3       19721      100000      379       58079   
   2.4       19937      100000      376       58511   
   2.5       20142      100000      339       58428   
   2.6       20246      100000      286       58528   
   2.7       20296      100000      239       58877   
   2.8       20261      100000      196       59635   
   2.9       20398      100000      153       60785   
   3.0       20156      100000      119       61886   
   3.1       19927      100000       73       63289   
   3.2       19145      100000       62       65501   
   3.3       18986      100000       44       67540   
   3.4       18354      100000       33       69608   
   3.5       17724      100000       22       71467   
   3.6       17334      100000       9        72843   
   3.7       16708      100000       7        74728   
   3.8       16137      100000       6        76314   
   3.9       15509      100000       5        77842   
   4.0       14960      100000       5        79097   
   4.1       14525      100000       5        80128   
   4.2       14186      100000       4        80688   
   4.3       13838      100000       4        81310   
   4.4       13528      100000       5        81986   
   4.5       13192      100000       4        82489   
   4.6       13042      100000       4        82725   
   4.7       13053      100000       4        82876   
   4.8       13077      100000       5        82717   
   4.9       13204      100000       4        82474   
   5.0       13390      100000       4        82234   
   5.1       13149      100000       4        82426   
   5.2       13178      100000       4        82511   
   5.3       13296      100000       4        82309   
   5.4       13427      100000       4        82147   
   5.5       13483      100000       4        81851   
   5.6       13538      100000       4        82019   
   5.7       13460      100000       4        81839   
   5.8       13591      100000       6        81421   
   5.9       13999      100000       4        80935   
   6.0       14151      100000       5        80540   
   6.1       14385      100000       4        80107   
   6.2       14248      100000       4        80361   
   6.3       14158      100000       3        80533   
   6.4       14260      100000       3        80694   
   6.5       14069      100000       3        80781   
   6.6       13915      100000       4        81062   
   6.7       13841      100000       3        81185   
   6.8       13751      100000       2        81400   
   6.9       13644      100000       2        81683   
   7.0       13585      100000       3        82001   
   7.1       13341      100000       3        82334   
   7.2       13232      100000       3        82570   
   7.3       13170      100000       3        82612   
   7.4       13018      100000       3        82798   
   7.5       13210      100000       3        82671   
   7.6       13326      100000       3        82533   
   7.7       13078      100000       4        82469   
   7.8       13224      100000       3        82383   
   7.9       13366      100000       3        81991   
   8.0       13511      100000       3        81833   
   8.1       13599      100000       3        81748   
   8.2       13524      100000       3        81768   
   8.3       13658      100000       3        81662   
   8.4       13700      100000       3        81727   
   8.5       13463      100000       4        81886   
   8.6       13392      100000       3        82050   
   8.7       13604      100000       3        81632   
   8.8       13855      100000       3        81313   
   8.9       14038      100000       4        80944   
   9.0       14001      100000       3        81081   
   9.1       13834      100000       4        81273   
   9.2       13813      100000       2        81372   
   9.3       13638      100000       2        81539   
   9.4       13606      100000       2        81728   
   9.5       13678      100000       2        81887   
   9.6       13418      100000       2        82138   
   9.7       13248      100000       2        82435   
   9.8       13075      100000       2        82774   
   9.9       12808      100000       2        83006   
   10.0      12844      100000       2        83119   
   10.1      13040      100000       2        82918   
   10.2      12986      100000       2        82974   
   10.3      12936      100000       2        83138   
   10.4      12666      100000       2        83421   
   10.5      12596      100000       2        83532   
   10.6      12627      100000       2        83435   
   10.7      12616      100000       2        83501   
   10.8      12676      100000       2        83538   
   10.9      12718      100000       2        83522   
   11.0      12571      100000       2        83681   
   11.1      12649      100000       2        83728   
   11.2      12512      100000       2        83666   
   11.3      12650      100000       2        83456   
   11.4      12544      100000       2        83493   
   11.5      12701      100000       2        83385   
   11.6      12805      100000       2        83275   
   11.7      12725      100000       2        83360   
   11.8      12851      100000       2        83271   
   11.9      12762      100000       2        83250   
   12.0      12789      100000       2        83219   
   12.1      12735      100000       2        83437   
   12.2      12644      100000       2        83669   
   12.3      12617      100000       2        83665   
   12.4      12508      100000       2        83806   
   12.5      12535      100000       2        83661   
   12.6      12773      100000       2        83422   
   12.7      12706      100000       2        83442   
   12.8      13077      100000       2        82970   
   12.9      12955      100000       2        82846   
   13.0      13147      100000       2        82633   
   13.1      13135      100000       3        82684   
   13.2      13071      100000       2        82715   
   13.3      13103      100000       2        82816   
   13.4      12956      100000       2        83068   
   13.5      12931      100000       2        83085   
   13.6      13011      100000       2        82977   
   13.7      12978      100000       2        83069   
   13.8      13036      100000       2        83043   
   13.9      12930      100000       2        83196   
   14.0      12803      100000       2        83389   
   14.1      12608      100000       2        83582   
   14.2      12637      100000       2        83554   
   14.3      12702      100000       2        83569   
   14.4      12750      100000       2        83283   
   14.5      12786      100000       3        83065   
   14.6      12942      100000       2        82944   
   14.7      13072      100000       2        83108   
   14.8      13149      100000       2        82700   
   14.9      13136      100000       2        82678   
   15.0      13240      100000       2        82406   
   15.1      13238      100000       2        82411   
   15.2      13284      100000       2        82308   
   15.3      13152      100000       2        82497   
   15.4      13181      100000       2        82749   
   15.5      12916      100000       2        82944   
   15.6      12827      100000       2        83123   
   15.7      12915      100000       2        83292   
   15.8      12717      100000       2        83437   
   15.9      12662      100000       2        83610   
   16.0      12823      100000       2        83322   
   16.1      12814      100000       2        83191   
   16.2      13074      100000       2        83030   
   16.3      13012      100000       2        83008   
   16.4      12945      100000       2        82876   
   16.5      12989      100000       2        82848   
   16.6      13010      100000       2        82931   
   16.7      12936      100000       2        82896   
   16.8      13117      100000       2        82864   
   16.9      12999      100000       2        82992   
   17.0      13090      100000       2        82910   
   17.1      13077      100000       2        82838   
   17.2      13014      100000       2        83141   
   17.3      12948      100000       2        83282   
   17.4      12776      100000       2        83461   
   17.5      12445      100000       2        83710   
   17.6      12541      100000       2        83825   
   17.7      12569      100000       2        83606   
   17.8      12587      100000       2        83667   
   17.9      12803      100000       2        83422   
   18.0      12868      100000       3        83226   
   18.1      12827      100000       2        83239   
   18.2      12914      100000       2        83203   
   18.3      13012      100000       2        83190   
   18.4      12836      100000       2        83138   
   18.5      12976      100000       2        83025   
   18.6      12988      100000       2        83029   
   18.7      12972      100000       2        83136   
   18.8      12821      100000       2        83174   
   18.9      12839      100000       2        83209   
   19.0      12843      100000       2        83237   
   19.1      12884      100000       2        83224   
   19.2      12826      100000       2        83156   
   19.3      12882      100000       1        83147   
   19.4      12819      100000       1        83268   
   19.5      12815      100000       1        83384   
   19.6      12671      100000       1        83574   
   19.7      12667      100000       1        83618   
   19.8      12531      100000       1        83700   
   19.9      12543      100000       1        83859   
   20.0      12396      100000       1        83888   
   20.1      12495      100000       1        84075   
   20.2      12301      100000       1        84254   
   20.3      12135      100000       1        84488   
   20.4      12240      100000       1        84503   
   20.5      12271      100000       1        84272   
   20.6      12411      100000       1        84073   
   20.7      12198      100000       1        84156   
   20.8      12401      100000       1        83936   
   20.9      12504      100000       1        83833   
   21.0      12484      100000       1        83894   
   21.1      12561      100000       1        83928   
   21.2      12445      100000       1        83950   
   21.3      12404      100000       1        84029   
   21.4      12314      100000       1        84129   
   21.5      12352      100000       1        84199   
   21.6      12244      100000       1        84278   
   21.7      12113      100000       1        84316   
   21.8      12266      100000       1        84205   
   21.9      12322      100000       1        84211   
   22.0      12388      100000       1        84113   
   22.1      12456      100000       1        83992   
   22.2      12516      100000       1        83935   
   22.3      12320      100000       1        83999   
   22.4      12376      100000       1        84118   
   22.5      12263      100000       1        84240   
