 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       93103      100000       0          0     
   0.1       27197      100000      828       35720   
   0.2       27267      100000      823       36438   
   0.3       27230      100000      828       37186   
   0.4       26913      100000      823       37574   
   0.5       27103      100000      823       37214   
   0.6       27226      100000      829       37444   
   0.7       27047      100000      806       37205   
   0.8       27205      100000      800       36277   
   0.9       27096      100000      843       37251   
   1.0       27238      100000      796       36950   
   1.1       27213      100000      819       37120   
   1.2       27128      100000      792       36964   
   1.3       27142      100000      813       37203   
   1.4       27329      100000      818       36804   
   1.5       27256      100000      833       36879   
   1.6       27106      100000      827       37565   
   1.7       27046      100000      802       36727   
   1.8       27322      100000      812       36821   
   1.9       27559      100000      821       35820   
   2.0       27401      100000      817       36083   
   2.1       27092      100000      789       37147   
   2.2       27306      100000      792       36495   
   2.3       26844      100000      850       38315   
   2.4       26977      100000      820       37223   
   2.5       27356      100000      797       37052   
   2.6       27255      100000      811       36961   
   2.7       27223      100000      842       36663   
   2.8       26966      100000      839       36369   
   2.9       27384      100000      811       36387   
   3.0       27372      100000      826       36596   
   3.1       27186      100000      808       37075   
   3.2       27408      100000      811       37397   
   3.3       27360      100000      791       35561   
   3.4       27313      100000      821       36637   
   3.5       27219      100000      820       37178   
   3.6       27031      100000      808       37217   
   3.7       27302      100000      815       36339   
   3.8       27209      100000      811       36971   
   3.9       27154      100000      834       37343   
   4.0       26997      100000      824       37422   
   4.1       27158      100000      805       36811   
   4.2       26845      100000      836       37243   
   4.3       27257      100000      816       36989   
   4.4       26855      100000      817       36884   
   4.5       27224      100000      813       37144   
   4.6       27406      100000      823       36754   
   4.7       27372      100000      825       36856   
   4.8       27513      100000      818       36449   
   4.9       27279      100000      818       37461   
   5.0       27319      100000      819       36928   
   5.1       27208      100000      825       37061   
   5.2       27000      100000      812       37570   
   5.3       27090      100000      838       37833   
   5.4       26884      100000      819       37883   
   5.5       27491      100000      790       35850   
   5.6       27202      100000      817       37695   
   5.7       27034      100000      832       38361   
   5.8       27174      100000      813       36181   
   5.9       27347      100000      811       36710   
   6.0       27514      100000      812       36250   
   6.1       27258      100000      817       37668   
   6.2       27336      100000      796       36758   
   6.3       27098      100000      829       37573   
   6.4       27196      100000      817       37478   
   6.5       27258      100000      787       36896   
   6.6       27436      100000      791       36433   
   6.7       27542      100000      833       37433   
   6.8       27409      100000      817       36919   
   6.9       27009      100000      819       37901   
   7.0       27193      100000      823       37499   
   7.1       27094      100000      798       36496   
   7.2       27212      100000      801       36998   
   7.3       27344      100000      794       36895   
   7.4       27124      100000      847       37848   
   7.5       27387      100000      844       36476   
   7.6       27519      100000      838       36813   
   7.7       27349      100000      833       37450   
   7.8       27043      100000      806       36454   
   7.9       27519      100000      809       36591   
   8.0       27160      100000      811       37244   
   8.1       27255      100000      808       37176   
   8.2       27138      100000      831       36908   
   8.3       27245      100000      852       37479   
