 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.1152     1.1152     0.0000     0.0000      0.45      5.3340     0.0000     5.3340     0.0000     0.0000     0.0000    87266.46 
 50000.00    48535        0        48535       1465        0         1465       181         0         181        133       0.8970     0.8970     0.0000     0.0000      0.39     113.4640    0.0000    113.4640   926.3843    0.0000    926.3843   87266.46 
100000.00    45373        0        45373       4627        0         4627       200         0         200        132       0.9077     0.9077     0.0000     0.0000      0.39     124.0747    0.0000    124.0747  2907.2461    0.0000   2907.2461   87266.46 
150000.00    44776        0        44776       5224        0         5224       396         0         396        145       0.9102     0.9102     0.0000     0.0000      0.39     247.9061    0.0000    247.9061  3280.1695    0.0000   3280.1695   87266.46 
200000.00    45589        0        45589       4411        0         4411       371         0         371        152       0.9060     0.9060     0.0000     0.0000      0.38     230.5286    0.0000    230.5286  2748.6304    0.0000   2748.6304   87266.46 
250000.00    45039        0        45039       4961        0         4961       353         0         353        165       0.8907     0.8907     0.0000     0.0000      0.39     217.4605    0.0000    217.4605  3088.5579    0.0000   3088.5579   87266.46 
300000.00    44319        0        44319       5681        0         5681       388         0         388        167       0.8963     0.8963     0.0000     0.0000      0.39     241.2827    0.0000    241.2827  3547.7147    0.0000   3547.7147   87266.46 
350000.00    44877        0        44877       5123        0         5123       492         0         492        165       0.9181     0.9181     0.0000     0.0000      0.39     297.7787    0.0000    297.7787  3185.3564    0.0000   3185.3564   87266.46 
400000.00    44917        0        44917       5083        0         5083       593         0         593        163       0.8927     0.8927     0.0000     0.0000      0.39     363.5261    0.0000    363.5261  3175.1227    0.0000   3175.1227   87266.46 
450000.00    43853        0        43853       6147        0         6147       403         0         403        157       0.8857     0.8857     0.0000     0.0000      0.38     251.3224    0.0000    251.3224  3851.5737    0.0000   3851.5737   87266.46 
500000.00    44040        0        44040       5960        0         5960       330         0         330        161       0.8884     0.8884     0.0000     0.0000      0.38     206.7203    0.0000    206.7203  3721.9919    0.0000   3721.9919   87266.46 
550000.00    45232        0        45232       4768        0         4768       279         0         279        153       0.8862     0.8862     0.0000     0.0000      0.39     174.0756    0.0000    174.0756  2979.8526    0.0000   2979.8526   87266.46 
600000.00    43977        0        43977       6023        0         6023       373         0         373        150       0.9192     0.9192     0.0000     0.0000      0.39     233.5606    0.0000    233.5606  3760.3444    0.0000   3760.3444   87266.46 
650000.00    45380        0        45380       4620        0         4620       265         0         265        159       0.9074     0.9074     0.0000     0.0000      0.39     163.9494    0.0000    163.9494  2876.6183    0.0000   2876.6183   87266.46 
700000.00    44358        0        44358       5642        0         5642       392         0         392        148       0.9055     0.9055     0.0000     0.0000      0.38     240.8055    0.0000    240.8055  3519.1664    0.0000   3519.1664   87266.46 
