 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.1152     1.1152     0.0000     0.0000      0.45      5.3340     0.0000     5.3340     0.0000     0.0000     0.0000    87266.46 
 50000.00    50000        0        50000        0          0          0          53         0          53         0        1.0180     1.0180     0.0000     0.0000      0.43     37.5267     0.0000    37.5267     0.0000     0.0000     0.0000    87266.46 
100000.00    50000        0        50000        0          0          0          75         0          75         0        0.9820     0.9820     0.0000     0.0000      0.43     53.5578     0.0000    53.5578     0.0000     0.0000     0.0000    87266.46 
150000.00    50000        0        50000        0          0          0          65         0          65         0        0.9983     0.9983     0.0000     0.0000      0.43     46.5453     0.0000    46.5453     0.0000     0.0000     0.0000    87266.46 
200000.00    49890        0        49890       110         0         110        110         0         110        110       0.9868     0.9868     0.0000     0.0000      0.43     78.1870     0.0000    78.1870    78.1870     0.0000    78.1870    87266.46 
250000.00    49768        0        49768       232         0         232        123         0         123        116       0.9774     0.9774     0.0000     0.0000      0.43     86.5627     0.0000    86.5627    161.9585    0.0000    161.9585   87266.46 
300000.00    49565        0        49565       435         0         435        184         0         184        145       0.9542     0.9542     0.0000     0.0000      0.43     128.7782    0.0000    128.7782   302.9976    0.0000    302.9976   87266.46 
350000.00    49484        0        49484       516         0         516        175         0         175        129       0.9832     0.9832     0.0000     0.0000      0.42     121.9015    0.0000    121.9015   358.8968    0.0000    358.8968   87266.46 
400000.00    49287        0        49287       713         0         713        147         0         147        118       0.9657     0.9657     0.0000     0.0000      0.42     102.9032    0.0000    102.9032   494.7297    0.0000    494.7297   87266.46 
450000.00    48755        0        48755       1245        0         1245       156         0         156        124       0.9849     0.9849     0.0000     0.0000      0.42     108.3323    0.0000    108.3323   873.4169    0.0000    873.4169   87266.46 
500000.00    48889        0        48889       1111        0         1111       151         0         151        123       0.9988     0.9988     0.0000     0.0000      0.42     105.1752    0.0000    105.1752   776.7682    0.0000    776.7682   87266.46 
550000.00    48630        0        48630       1370        0         1370       151         0         151        124       0.9809     0.9809     0.0000     0.0000      0.42     104.7481    0.0000    104.7481   955.6705    0.0000    955.6705   87266.46 
600000.00    48281        0        48281       1719        0         1719       165         0         165        132       0.9717     0.9717     0.0000     0.0000      0.42     115.1975    0.0000    115.1975  1201.6804    0.0000   1201.6804   87266.46 
650000.00    48507        0        48507       1493        0         1493       215         0         215        135       0.9796     0.9796     0.0000     0.0000      0.42     151.5629    0.0000    151.5629  1044.2059    0.0000   1044.2059   87266.46 
700000.00    48700        0        48700       1300        0         1300       198         0         198        130       0.9860     0.9860     0.0000     0.0000      0.42     138.3794    0.0000    138.3794   908.0522    0.0000    908.0522   87266.46 
750000.00    48628        0        48628       1372        0         1372       207         0         207        124       1.0034     1.0034     0.0000     0.0000      0.42     143.9368    0.0000    143.9368   958.2629    0.0000    958.2629   87266.46 
800000.00    48292        0        48292       1708        0         1708       261         0         261        155       0.9730     0.9730     0.0000     0.0000      0.42     182.6500    0.0000    182.6500  1190.4042    0.0000   1190.4042   87266.46 
850000.00    48155        0        48155       1845        0         1845       248         0         248        153       0.9848     0.9848     0.0000     0.0000      0.42     172.2120    0.0000    172.2120  1285.7962    0.0000   1285.7962   87266.46 
900000.00    47871        0        47871       2129        0         2129       218         0         218        141       0.9870     0.9870     0.0000     0.0000      0.42     151.1195    0.0000    151.1195  1482.9479    0.0000   1482.9479   87266.46 
950000.00    47686        0        47686       2314        0         2314       224         0         224        154       0.9763     0.9763     0.0000     0.0000      0.42     156.6792    0.0000    156.6792  1615.7519    0.0000   1615.7519   87266.46 
1000000.00   47280        0        47280       2720        0         2720       287         0         287        136       0.9739     0.9739     0.0000     0.0000      0.42     198.8075    0.0000    198.8075  1903.4817    0.0000   1903.4817   87266.46 
1050000.00   48090        0        48090       1910        0         1910       279         0         279        146       1.0001     1.0001     0.0000     0.0000      0.42     193.5054    0.0000    193.5054  1332.2662    0.0000   1332.2662   87266.46 
1100000.00   47796        0        47796       2204        0         2204       280         0         280        157       0.9789     0.9789     0.0000     0.0000      0.42     196.7302    0.0000    196.7302  1540.7165    0.0000   1540.7165   87266.46 
1150000.00   48131        0        48131       1869        0         1869       203         0         203        133       0.9733     0.9733     0.0000     0.0000      0.42     142.2702    0.0000    142.2702  1305.0837    0.0000   1305.0837   87266.46 
1200000.00   47927        0        47927       2073        0         2073       208         0         208        129       0.9717     0.9717     0.0000     0.0000      0.42     145.9893    0.0000    145.9893  1446.4906    0.0000   1446.4906   87266.46 
1250000.00   48424        0        48424       1576        0         1576       196         0         196        131       0.9720     0.9720     0.0000     0.0000      0.42     137.5334    0.0000    137.5334  1099.4863    0.0000   1099.4863   87266.46 
1300000.00   47749        0        47749       2251        0         2251       235         0         235        150       0.9726     0.9726     0.0000     0.0000      0.42     165.6866    0.0000    165.6866  1575.1488    0.0000   1575.1488   87266.46 
1350000.00   48463        0        48463       1537        0         1537       215         0         215        139       0.9688     0.9688     0.0000     0.0000      0.42     149.0795    0.0000    149.0795  1073.7054    0.0000   1073.7054   87266.46 
1400000.00   48148        0        48148       1852        0         1852       185         0         185        132       0.9896     0.9896     0.0000     0.0000      0.42     129.3135    0.0000    129.3135  1291.3971    0.0000   1291.3971   87266.46 
1450000.00   48054        0        48054       1946        0         1946       233         0         233        149       0.9869     0.9869     0.0000     0.0000      0.42     162.3215    0.0000    162.3215  1359.3065    0.0000   1359.3065   87266.46 
1500000.00   47704        0        47704       2296        0         2296       270         0         270        135       0.9965     0.9965     0.0000     0.0000      0.42     188.9400    0.0000    188.9400  1606.5002    0.0000   1606.5002   87266.46 
1550000.00   48391        0        48391       1609        0         1609       198         0         198        146       1.0054     1.0054     0.0000     0.0000      0.42     137.1187    0.0000    137.1187  1118.5629    0.0000   1118.5629   87266.46 
1600000.00   47914        0        47914       2086        0         2086       199         0         199        130       1.0198     1.0198     0.0000     0.0000      0.42     136.6850    0.0000    136.6850  1452.7275    0.0000   1452.7275   87266.46 
1650000.00   47816        0        47816       2184        0         2184       207         0         207        136       0.9711     0.9711     0.0000     0.0000      0.42     145.5915    0.0000    145.5915  1518.1598    0.0000   1518.1598   87266.46 
1700000.00   48386        0        48386       1614        0         1614       193         0         193        134       0.9961     0.9961     0.0000     0.0000      0.42     134.3233    0.0000    134.3233  1125.2185    0.0000   1125.2185   87266.46 
1750000.00   48384        0        48384       1616        0         1616       151         0         151        134       0.9854     0.9854     0.0000     0.0000      0.42     103.8841    0.0000    103.8841  1125.9800    0.0000   1125.9800   87266.46 
1800000.00   47744        0        47744       2256        0         2256       362         0         362        161       0.9680     0.9680     0.0000     0.0000      0.42     252.1817    0.0000    252.1817  1570.0178    0.0000   1570.0178   87266.46 
1850000.00   47822        0        47822       2178        0         2178       286         0         286        136       0.9990     0.9990     0.0000     0.0000      0.42     198.7882    0.0000    198.7882  1517.2744    0.0000   1517.2744   87266.46 
1900000.00   47675        0        47675       2325        0         2325       295         0         295        166       1.0250     1.0250     0.0000     0.0000      0.42     204.3804    0.0000    204.3804  1616.6380    0.0000   1616.6380   87266.46 
1950000.00   47737        0        47737       2263        0         2263       314         0         314        150       1.0126     1.0126     0.0000     0.0000      0.42     217.5152    0.0000    217.5152  1576.5334    0.0000   1576.5334   87266.46 
2000000.00   47237        0        47237       2763        0         2763       405         0         405        153       0.9854     0.9854     0.0000     0.0000      0.42     283.1178    0.0000    283.1178  1928.9212    0.0000   1928.9212   87266.46 
2050000.00   47441        0        47441       2559        0         2559       295         0         295        142       1.0267     1.0267     0.0000     0.0000      0.42     204.8309    0.0000    204.8309  1781.7216    0.0000   1781.7216   87266.46 
2100000.00   47531        0        47531       2469        0         2469       338         0         338        145       0.9906     0.9906     0.0000     0.0000      0.42     235.8219    0.0000    235.8219  1719.8753    0.0000   1719.8753   87266.46 
