 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.0908     1.0908     0.0000     0.0000      0.50      5.2572     0.0000     5.2572     0.0000     0.0000     0.0000    78539.82 
 50000.00    40266        0        40266       9734        0         9734       325         0         325        167       0.8941     0.8941     0.0000     0.0000      0.41     195.1483    0.0000    195.1483  5841.6566    0.0000   5841.6566   78539.82 
100000.00    38582        0        38582      11418        0        11418       416         0         416        184       0.8876     0.8876     0.0000     0.0000      0.41     251.0493    0.0000    251.0493  6838.9600    0.0000   6838.9600   78539.82 
150000.00    39051        0        39051      10949        0        10949       439         0         439        182       0.8645     0.8645     0.0000     0.0000      0.41     257.2380    0.0000    257.2380  6549.1663    0.0000   6549.1663   78539.82 
200000.00    36706        0        36706      13294        0        13294       566         0         566        187       0.8739     0.8739     0.0000     0.0000      0.41     333.7564    0.0000    333.7564  7927.5542    0.0000   7927.5542   78539.82 
250000.00    37018        0        37018      12982        0        12982       525         0         525        206       0.8675     0.8675     0.0000     0.0000      0.41     315.8501    0.0000    315.8501  7735.0617    0.0000   7735.0617   78539.82 
300000.00    36490        0        36490      13510        0        13510       552         0         552        204       0.8653     0.8653     0.0000     0.0000      0.41     329.4550    0.0000    329.4550  8048.0845    0.0000   8048.0845   78539.82 
350000.00    38200        0        38200      11800        0        11800       510         0         510        196       0.8660     0.8660     0.0000     0.0000      0.41     300.9295    0.0000    300.9295  7036.0044    0.0000   7036.0044   78539.82 
400000.00    37135        0        37135      12865        0        12865       681         0         681        214       0.8642     0.8642     0.0000     0.0000      0.41     403.1455    0.0000    403.1455  7675.7354    0.0000   7675.7354   78539.82 
450000.00    36935        0        36935      13065        0        13065       493         0         493        186       0.8959     0.8959     0.0000     0.0000      0.41     288.9745    0.0000    288.9745  7789.8610    0.0000   7789.8610   78539.82 
500000.00    36694        0        36694      13306        0        13306       493         0         493        190       0.8931     0.8931     0.0000     0.0000      0.41     290.3603    0.0000    290.3603  7952.5210    0.0000   7952.5210   78539.82 
550000.00    36794        0        36794      13206        0        13206       595         0         595        191       0.8908     0.8908     0.0000     0.0000      0.41     357.3019    0.0000    357.3019  7913.7301    0.0000   7913.7301   78539.82 
600000.00    36633        0        36633      13367        0        13367       613         0         613        183       0.8900     0.8900     0.0000     0.0000      0.41     361.4813    0.0000    361.4813  7993.4715    0.0000   7993.4715   78539.82 
650000.00    37572        0        37572      12428        0        12428       619         0         619        172       0.8629     0.8629     0.0000     0.0000      0.41     370.6519    0.0000    370.6519  7443.3340    0.0000   7443.3340   78539.82 
