 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.1152     1.1152     0.0000     0.0000      0.45      5.3340     0.0000     5.3340     0.0000     0.0000     0.0000    87266.46 
 50000.00    48050        0        48050       1950        0         1950       170         0         170        130       0.8508     0.8508     0.0000     0.0000      0.36     97.8019     0.0000    97.8019   1123.8883    0.0000   1123.8883   87266.46 
100000.00    46337        0        46337       3663        0         3663       296         0         296        152       0.8366     0.8366     0.0000     0.0000      0.36     168.1434    0.0000    168.1434  2106.4888    0.0000   2106.4888   87266.46 
150000.00    45550        0        45550       4450        0         4450       373         0         373        158       0.8635     0.8635     0.0000     0.0000      0.36     215.9070    0.0000    215.9070  2559.0113    0.0000   2559.0113   87266.46 
200000.00    46567        0        46567       3433        0         3433       330         0         330        137       0.8790     0.8790     0.0000     0.0000      0.36     187.0884    0.0000    187.0884  1975.6602    0.0000   1975.6602   87266.46 
250000.00    45914        0        45914       4086        0         4086       307         0         307        151       0.8660     0.8660     0.0000     0.0000      0.36     173.5555    0.0000    173.5555  2353.5565    0.0000   2353.5565   87266.46 
300000.00    47306        0        47306       2694        0         2694       220         0         220        134       0.8513     0.8513     0.0000     0.0000      0.36     126.8340    0.0000    126.8340  1552.9215    0.0000   1552.9215   87266.46 
350000.00    47051        0        47051       2949        0         2949       243         0         243        155       0.8565     0.8565     0.0000     0.0000      0.36     139.8454    0.0000    139.8454  1698.1170    0.0000   1698.1170   87266.46 
400000.00    46215        0        46215       3785        0         3785       226         0         226        130       0.8446     0.8446     0.0000     0.0000      0.36     130.7519    0.0000    130.7519  2184.1983    0.0000   2184.1983   87266.46 
450000.00    45975        0        45975       4025        0         4025       254         0         254        143       0.8638     0.8638     0.0000     0.0000      0.36     147.7239    0.0000    147.7239  2321.8672    0.0000   2321.8672   87266.46 
500000.00    46218        0        46218       3782        0         3782       342         0         342        135       0.8400     0.8400     0.0000     0.0000      0.36     197.7818    0.0000    197.7818  2191.7254    0.0000   2191.7254   87266.46 
550000.00    46779        0        46779       3221        0         3221       299         0         299        153       0.8524     0.8524     0.0000     0.0000      0.36     174.1586    0.0000    174.1586  1854.9394    0.0000   1854.9394   87266.46 
600000.00    46095        0        46095       3905        0         3905       203         0         203        134       0.8415     0.8415     0.0000     0.0000      0.36     115.7355    0.0000    115.7355  2246.3840    0.0000   2246.3840   87266.46 
650000.00    46065        0        46065       3935        0         3935       269         0         269        140       0.8576     0.8576     0.0000     0.0000      0.36     155.5641    0.0000    155.5641  2273.1348    0.0000   2273.1348   87266.46 
700000.00    46127        0        46127       3873        0         3873       357         0         357        154       0.8391     0.8391     0.0000     0.0000      0.36     202.3940    0.0000    202.3940  2222.0069    0.0000   2222.0069   87266.46 
750000.00    45177        0        45177       4823        0         4823       283         0         283        141       0.8672     0.8672     0.0000     0.0000      0.36     161.5112    0.0000    161.5112  2777.4991    0.0000   2777.4991   87266.46 
800000.00    46139        0        46139       3861        0         3861       254         0         254        143       0.8397     0.8397     0.0000     0.0000      0.36     145.0505    0.0000    145.0505  2214.8525    0.0000   2214.8525   87266.46 
850000.00    46294        0        46294       3706        0         3706       230         0         230        142       0.8556     0.8556     0.0000     0.0000      0.36     133.0748    0.0000    133.0748  2133.3097    0.0000   2133.3097   87266.46 
900000.00    45606        0        45606       4394        0         4394       316         0         316        151       0.8541     0.8541     0.0000     0.0000      0.36     172.5698    0.0000    172.5698  2520.9254    0.0000   2520.9254   87266.46 
950000.00    46237        0        46237       3763        0         3763       318         0         318        150       0.8518     0.8518     0.0000     0.0000      0.36     179.0852    0.0000    179.0852  2153.3977    0.0000   2153.3977   87266.46 
1000000.00   45372        0        45372       4628        0         4628       284         0         284        136       0.8600     0.8600     0.0000     0.0000      0.36     164.3369    0.0000    164.3369  2656.6441    0.0000   2656.6441   87266.46 
1050000.00   46063        0        46063       3937        0         3937       350         0         350        157       0.8440     0.8440     0.0000     0.0000      0.36     201.7156    0.0000    201.7156  2273.7751    0.0000   2273.7751   87266.46 
1100000.00   46861        0        46861       3139        0         3139       214         0         214        130       0.8630     0.8630     0.0000     0.0000      0.36     123.4122    0.0000    123.4122  1808.5262    0.0000   1808.5262   87266.46 
1150000.00   46104        0        46104       3896        0         3896       274         0         274        129       0.8544     0.8544     0.0000     0.0000      0.36     155.6856    0.0000    155.6856  2239.6228    0.0000   2239.6228   87266.46 
