 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.0908     1.0908     0.0000     0.0000      0.50      5.2572     0.0000     5.2572     0.0000     0.0000     0.0000    78539.82 
 50000.00    45718        0        45718       4282        0         4282       250         0         250        147       0.9116     0.9116     0.0000     0.0000      0.43     159.2390    0.0000    159.2390  2767.4996    0.0000   2767.4996   78539.82 
100000.00    41033        0        41033       8967        0         8967       539         0         539        166       0.9208     0.9208     0.0000     0.0000      0.43     346.8641    0.0000    346.8641  5779.0597    0.0000   5779.0597   78539.82 
150000.00    38443        0        38443      11557        0        11557       594         0         594        175       0.9233     0.9233     0.0000     0.0000      0.43     383.4172    0.0000    383.4172  7426.4883    0.0000   7426.4883   78539.82 
200000.00    37076        0        37076      12924        0        12924       572         0         572        187       0.8971     0.8971     0.0000     0.0000      0.43     368.9957    0.0000    368.9957  8291.0887    0.0000   8291.0887   78539.82 
250000.00    36691        0        36691      13309        0        13309       452         0         452        190       0.9197     0.9197     0.0000     0.0000      0.43     286.4375    0.0000    286.4375  8520.8221    0.0000   8520.8221   78539.82 
300000.00    35673        0        35673      14327        0        14327       675         0         675        201       0.9257     0.9257     0.0000     0.0000      0.43     432.8663    0.0000    432.8663  9152.1017    0.0000   9152.1017   78539.82 
350000.00    34759        0        34759      15241        0        15241       447         0         447        205       0.9167     0.9167     0.0000     0.0000      0.43     285.0850    0.0000    285.0850  9756.9181    0.0000   9756.9181   78539.82 
400000.00    35827        0        35827      14173        0        14173       830         0         830        244       0.9257     0.9257     0.0000     0.0000      0.43     528.6442    0.0000    528.6442  9053.8973    0.0000   9053.8973   78539.82 
450000.00    35896        0        35896      14104        0        14104       962         0         962        243       0.9247     0.9247     0.0000     0.0000      0.43     614.8215    0.0000    614.8215  8998.9609    0.0000   8998.9609   78539.82 
500000.00    35175        0        35175      14825        0        14825       509         0         509        211       0.9164     0.9164     0.0000     0.0000      0.43     322.1718    0.0000    322.1718  9448.1769    0.0000   9448.1769   78539.82 
550000.00    35023        0        35023      14977        0        14977       830         0         830        226       0.9181     0.9181     0.0000     0.0000      0.43     529.2645    0.0000    529.2645  9550.5190    0.0000   9550.5190   78539.82 
600000.00    36758        0        36758      13242        0        13242       569         0         569        210       0.9212     0.9212     0.0000     0.0000      0.43     360.2889    0.0000    360.2889  8441.9448    0.0000   8441.9448   78539.82 
650000.00    35763        0        35763      14237        0        14237       718         0         718        206       0.9391     0.9391     0.0000     0.0000      0.43     462.0225    0.0000    462.0225  9070.8698    0.0000   9070.8698   78539.82 
700000.00    35958        0        35958      14042        0        14042       652         0         652        203       0.9208     0.9208     0.0000     0.0000      0.43     412.2732    0.0000    412.2732  8943.2149    0.0000   8943.2149   78539.82 
