 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.1152     1.1152     0.0000     0.0000      0.45      5.3340     0.0000     5.3340     0.0000     0.0000     0.0000    87266.46 
 50000.00    48443        0        48443       1557        0         1557       236         0         236        129       0.8659     0.8659     0.0000     0.0000      0.36     136.1455    0.0000    136.1455   892.4299    0.0000    892.4299   87266.46 
100000.00    47053        0        47053       2947        0         2947       221         0         221        133       0.8267     0.8267     0.0000     0.0000      0.36     123.9677    0.0000    123.9677  1680.4122    0.0000   1680.4122   87266.46 
150000.00    48003        0        48003       1997        0         1997       274         0         274        142       0.8361     0.8361     0.0000     0.0000      0.36     157.1529    0.0000    157.1529  1135.3752    0.0000   1135.3752   87266.46 
200000.00    46690        0        46690       3310        0         3310       216         0         216        132       0.8393     0.8393     0.0000     0.0000      0.36     125.8635    0.0000    125.8635  1877.5556    0.0000   1877.5556   87266.46 
250000.00    46639        0        46639       3361        0         3361       253         0         253        134       0.8479     0.8479     0.0000     0.0000      0.36     144.7766    0.0000    144.7766  1913.7607    0.0000   1913.7607   87266.46 
300000.00    46908        0        46908       3092        0         3092       315         0         315        147       0.8626     0.8626     0.0000     0.0000      0.36     180.9422    0.0000    180.9422  1765.8909    0.0000   1765.8909   87266.46 
350000.00    46197        0        46197       3803        0         3803       301         0         301        146       0.8380     0.8380     0.0000     0.0000      0.36     171.1112    0.0000    171.1112  2168.4223    0.0000   2168.4223   87266.46 
400000.00    47274        0        47274       2726        0         2726       228         0         228        136       0.8397     0.8397     0.0000     0.0000      0.36     128.4401    0.0000    128.4401  1557.9982    0.0000   1557.9982   87266.46 
450000.00    46743        0        46743       3257        0         3257       209         0         209        130       0.8361     0.8361     0.0000     0.0000      0.36     119.6476    0.0000    119.6476  1859.9868    0.0000   1859.9868   87266.46 
500000.00    46761        0        46761       3239        0         3239       278         0         278        134       0.8518     0.8518     0.0000     0.0000      0.36     159.0908    0.0000    159.0908  1833.4846    0.0000   1833.4846   87266.46 
550000.00    46319        0        46319       3681        0         3681       177         0         177        131       0.8775     0.8775     0.0000     0.0000      0.36     100.2386    0.0000    100.2386  2109.4557    0.0000   2109.4557   87266.46 
600000.00    46457        0        46457       3543        0         3543       213         0         213        141       0.8389     0.8389     0.0000     0.0000      0.36     121.0668    0.0000    121.0668  2014.6600    0.0000   2014.6600   87266.46 
650000.00    47118        0        47118       2882        0         2882       175         0         175        131       0.8509     0.8509     0.0000     0.0000      0.36     99.0151     0.0000    99.0151   1643.9953    0.0000   1643.9953   87266.46 
700000.00    47082        0        47082       2918        0         2918       184         0         184        126       0.8502     0.8502     0.0000     0.0000      0.36     105.2913    0.0000    105.2913  1671.2853    0.0000   1671.2853   87266.46 
750000.00    47650        0        47650       2350        0         2350       192         0         192        130       0.8609     0.8609     0.0000     0.0000      0.36     108.6350    0.0000    108.6350  1338.0780    0.0000   1338.0780   87266.46 
800000.00    47021        0        47021       2979        0         2979       282         0         282        148       0.8478     0.8478     0.0000     0.0000      0.36     162.1377    0.0000    162.1377  1701.3653    0.0000   1701.3653   87266.46 
850000.00    46723        0        46723       3277        0         3277       244         0         244        142       0.8460     0.8460     0.0000     0.0000      0.36     138.4532    0.0000    138.4532  1864.9469    0.0000   1864.9469   87266.46 
900000.00    47691        0        47691       2309        0         2309       193         0         193        135       0.8437     0.8437     0.0000     0.0000      0.36     106.9272    0.0000    106.9272  1317.2785    0.0000   1317.2785   87266.46 
950000.00    46472        0        46472       3528        0         3528       243         0         243        147       0.8622     0.8622     0.0000     0.0000      0.36     138.4466    0.0000    138.4466  2012.6112    0.0000   2012.6112   87266.46 
1000000.00   46528        0        46528       3472        0         3472       247         0         247        138       0.8453     0.8453     0.0000     0.0000      0.36     140.2099    0.0000    140.2099  1989.6697    0.0000   1989.6697   87266.46 
1050000.00   47013        0        47013       2987        0         2987       208         0         208        135       0.8382     0.8382     0.0000     0.0000      0.36     117.1770    0.0000    117.1770  1696.7359    0.0000   1696.7359   87266.46 
1100000.00   46104        0        46104       3896        0         3896       213         0         213        144       0.8411     0.8411     0.0000     0.0000      0.36     120.3539    0.0000    120.3539  2214.3372    0.0000   2214.3372   87266.46 
1150000.00   45289        0        45289       4711        0         4711       308         0         308        138       0.8585     0.8585     0.0000     0.0000      0.36     173.1708    0.0000    173.1708  2673.3418    0.0000   2673.3418   87266.46 
1200000.00   46176        0        46176       3824        0         3824       231         0         231        141       0.8554     0.8554     0.0000     0.0000      0.36     133.6183    0.0000    133.6183  2182.1327    0.0000   2182.1327   87266.46 
1250000.00   47147        0        47147       2853        0         2853       341         0         341        142       0.8366     0.8366     0.0000     0.0000      0.36     194.6437    0.0000    194.6437  1620.1541    0.0000   1620.1541   87266.46 
1300000.00   47626        0        47626       2374        0         2374       259         0         259        158       0.8368     0.8368     0.0000     0.0000      0.36     146.6943    0.0000    146.6943  1348.8086    0.0000   1348.8086   87266.46 
1350000.00   46581        0        46581       3419        0         3419       334         0         334        148       0.8686     0.8686     0.0000     0.0000      0.36     182.2333    0.0000    182.2333  1928.9239    0.0000   1928.9239   87266.46 
1400000.00   47543        0        47543       2457        0         2457       163         0         163        122       0.8388     0.8388     0.0000     0.0000      0.36     94.2157     0.0000    94.2157   1405.9399    0.0000   1405.9399   87266.46 
1450000.00   47004        0        47004       2996        0         2996       343         0         343        149       0.8434     0.8434     0.0000     0.0000      0.36     196.0810    0.0000    196.0810  1713.6904    0.0000   1713.6904   87266.46 
1500000.00   46005        0        46005       3995        0         3995       238         0         238        137       0.8426     0.8426     0.0000     0.0000      0.36     135.5734    0.0000    135.5734  2280.8662    0.0000   2280.8662   87266.46 
1550000.00   46749        0        46749       3251        0         3251       256         0         256        147       0.8428     0.8428     0.0000     0.0000      0.36     144.4098    0.0000    144.4098  1857.9224    0.0000   1857.9224   87266.46 
1600000.00   46431        0        46431       3569        0         3569       213         0         213        137       0.8318     0.8318     0.0000     0.0000      0.36     120.1956    0.0000    120.1956  2034.4140    0.0000   2034.4140   87266.46 
1650000.00   46125        0        46125       3875        0         3875       249         0         249        133       0.8329     0.8329     0.0000     0.0000      0.36     140.5986    0.0000    140.5986  2209.2275    0.0000   2209.2275   87266.46 
1700000.00   46664        0        46664       3336        0         3336       183         0         183        128       0.8454     0.8454     0.0000     0.0000      0.36     103.3683    0.0000    103.3683  1898.5174    0.0000   1898.5174   87266.46 
1750000.00   46564        0        46564       3436        0         3436       214         0         214        137       0.8416     0.8416     0.0000     0.0000      0.36     121.4553    0.0000    121.4553  1966.1178    0.0000   1966.1178   87266.46 
1800000.00   46228        0        46228       3772        0         3772       378         0         378        139       0.8478     0.8478     0.0000     0.0000      0.36     212.5416    0.0000    212.5416  2136.7273    0.0000   2136.7273   87266.46 
1850000.00   47087        0        47087       2913        0         2913       291         0         291        138       0.8475     0.8475     0.0000     0.0000      0.36     165.5942    0.0000    165.5942  1664.4860    0.0000   1664.4860   87266.46 
