 Timestep    Gas_A      Gas_B     Gas_tot    Dense_A    Dense_B   Dense_tot   Lc_numA    Lc_numB    Lg_clust     MCS       sigALL     sigAA      sigAB      sigBB      phiEff   Lc_area_A  Lc_area_B   lc_area   den_area_A den_area_B  den_area   Box_area 
   0.00      50000        0        50000        0          0          0          7          0          7          0        1.0908     1.0908     0.0000     0.0000      0.50      5.2572     0.0000     5.2572     0.0000     0.0000     0.0000    78539.82 
 50000.00    40634        0        40634       9366        0         9366       311         0         311        153       0.8362     0.8362     0.0000     0.0000      0.39     175.2386    0.0000    175.2386  5323.2371    0.0000   5323.2371   78539.82 
100000.00    40334        0        40334       9666        0         9666       431         0         431        166       0.8477     0.8477     0.0000     0.0000      0.39     243.4553    0.0000    243.4553  5476.1154    0.0000   5476.1154   78539.82 
150000.00    39141        0        39141      10859        0        10859       755         0         755        178       0.8328     0.8328     0.0000     0.0000      0.39     431.0959    0.0000    431.0959  6163.9940    0.0000   6163.9940   78539.82 
200000.00    40053        0        40053       9947        0         9947       505         0         505        198       0.8381     0.8381     0.0000     0.0000      0.39     285.3894    0.0000    285.3894  5637.5568    0.0000   5637.5568   78539.82 
250000.00    39383        0        39383      10617        0        10617       539         0         539        189       0.8481     0.8481     0.0000     0.0000      0.39     302.5414    0.0000    302.5414  6023.6467    0.0000   6023.6467   78539.82 
300000.00    39773        0        39773      10227        0        10227       640         0         640        167       0.8541     0.8541     0.0000     0.0000      0.39     357.2573    0.0000    357.2573  5789.0365    0.0000   5789.0365   78539.82 
350000.00    38450        0        38450      11550        0        11550       378         0         378        167       0.8427     0.8427     0.0000     0.0000      0.39     210.7713    0.0000    210.7713  6559.9790    0.0000   6559.9790   78539.82 
400000.00    40080        0        40080       9920        0         9920       320         0         320        157       0.8474     0.8474     0.0000     0.0000      0.39     182.9340    0.0000    182.9340  5614.3182    0.0000   5614.3182   78539.82 
450000.00    38877        0        38877      11123        0        11123       629         0         629        182       0.8628     0.8628     0.0000     0.0000      0.39     355.6975    0.0000    355.6975  6304.6392    0.0000   6304.6392   78539.82 
500000.00    38550        0        38550      11450        0        11450       470         0         470        178       0.8581     0.8581     0.0000     0.0000      0.39     266.9218    0.0000    266.9218  6475.6080    0.0000   6475.6080   78539.82 
550000.00    39506        0        39506      10494        0        10494       508         0         508        194       0.8436     0.8436     0.0000     0.0000      0.39     290.0391    0.0000    290.0391  5954.9226    0.0000   5954.9226   78539.82 
600000.00    39877        0        39877      10123        0        10123       392         0         392        165       0.8473     0.8473     0.0000     0.0000      0.39     220.0232    0.0000    220.0232  5741.9109    0.0000   5741.9109   78539.82 
650000.00    39686        0        39686      10314        0        10314       699         0         699        180       0.8425     0.8425     0.0000     0.0000      0.39     391.8858    0.0000    391.8858  5847.5058    0.0000   5847.5058   78539.82 
700000.00    40100        0        40100       9900        0         9900       460         0         460        180       0.8421     0.8421     0.0000     0.0000      0.39     254.0483    0.0000    254.0483  5600.1817    0.0000   5600.1817   78539.82 
750000.00    40660        0        40660       9340        0         9340       678         0         678        190       0.8441     0.8441     0.0000     0.0000      0.39     377.6992    0.0000    377.6992  5280.7563    0.0000   5280.7563   78539.82 
800000.00    39769        0        39769      10231        0        10231       521         0         521        162       0.8553     0.8553     0.0000     0.0000      0.39     293.3796    0.0000    293.3796  5791.5423    0.0000   5791.5423   78539.82 
850000.00    40005        0        40005       9995        0         9995       1173        0         1173       172       0.8375     0.8375     0.0000     0.0000      0.39     657.5874    0.0000    657.5874  5665.1371    0.0000   5665.1371   78539.82 
