 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
  200.0      0.2500     1.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.5150     0.3850     1.6650     0.4250     1.7300     0.4350     1.6850     0.4300     1.6150     0.3850     1.5150  
  400.0      0.2500     1.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.5150     0.3850     1.6650     0.3850     1.7300     0.4350     1.7000     0.4150     1.6250     0.3750     1.5150  
  600.0      0.2500     1.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.5150     0.3850     1.6650     0.3850     1.7300     0.4200     1.7000     0.4050     1.6000     0.3850     1.5150  
  800.0      0.2500     1.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.5150     0.3850     1.6650     0.3850     1.7300     0.4050     1.7000     0.3950     1.6150     0.3700     1.5150  
  1000.0     0.2500     1.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.5150     0.3850     1.6650     0.3850     1.7300     0.4050     1.7000     0.3950     1.6150     0.3600     1.5150  
  1200.0     0.2500     1.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.5150     0.3850     1.6650     0.3850     1.7300     0.4050     1.7000     0.3950     1.6250     0.3600     1.5150  
  1399.9     0.2500     1.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.5150     0.3850     1.6650     0.3850     1.7300     0.3900     1.7000     0.3800     1.6250     0.3600     1.5150  
  1599.9     0.2500     1.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.5150     0.3850     1.6650     0.3850     1.7300     0.3900     1.7000     0.3800     1.6150     0.3450     1.5150  
  1799.9     0.2500     1.7500     0.3300     0.5550     0.3750     1.8100     0.3950     1.5150     0.3850     1.6650     0.3850     1.7300     0.3750     1.7000     0.3800     1.6150     0.3450     1.5150  
  1999.9     0.2500     1.7500     0.3300     0.5550     0.3750     1.9350     0.3950     1.5550     0.3850     1.6650     0.3850     1.7300     0.3750     1.7000     0.3700     1.6400     0.3400     1.5150  
  1999.9     0.2500     1.7500     0.3300     0.5550     0.3750     1.9350     0.3950     1.5550     0.3850     1.6650     0.3850     1.7300     0.3750     1.7000     0.3700     1.6400     0.3400     1.5150  
