 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1400     1.4850     0.1400     1.4200     0.1450     1.4400     0.1300     1.3450  
   20.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1600     1.4850     0.1400     1.4200     0.1450     1.4550     0.1300     1.3600  
   30.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1400     1.4850     0.1400     1.4200     0.1350     1.4550     0.1200     1.3650  
   40.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1400     1.4850     0.1250     1.4350     0.1350     1.4550     0.1200     1.3650  
   50.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1400     1.4850     0.1400     1.4350     0.1350     1.4550     0.1200     1.3600  
   60.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1200     1.4850     0.1250     1.4200     0.1200     1.4550     0.1200     1.3600  
   70.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1400     1.4850     0.1400     1.4350     0.1350     1.4550     0.1300     1.3650  
   80.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1400     1.4850     0.1250     1.4200     0.1200     1.4550     0.1050     1.3600  
   90.0      0.2500     1.7500     0.2200     1.4400     0.1250     1.1850     0.1600     1.4800     0.1350     1.5250     0.1200     1.4850     0.1250     1.4200     0.1200     1.4550     0.0950     1.3450  
   99.9      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1400     1.4850     0.1250     1.4200     0.1200     1.4550     0.1050     1.3600  
