 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       529244    1000000      4348      318745       41       294859       1        294442       1        294442       1        294442       1        294442       1        294442       1        294442       1        294442  
   1.7       240306    1000000     36260      683583     13917      539336      170       304857       2        294641       1        294500       1        294500       1        294500       1        294500       1        294500  
   3.3       240302    1000000     36238      683299     13786      538397      237       307641       4        293384       1        293029       1        293029       1        293029       1        293029       1        293029  
   5.0       241820    1000000     36440      682304     13947      537625      228       304453       4        290747       1        290431       1        290431       1        290431       1        290431       1        290431  
   6.7       242397    1000000     36430      679672     13877      534406      242       302389       13       288610       1        287201       1        287201       1        287201       1        287201       1        287201  
   8.3       243526    1000000     36567      679019     13972      533544      255       298578       7        283535       1        282772       1        282772       1        282772       1        282772       1        282772  
   10.0      244840    1000000     36902      678021     14097      531743      269       296492       7        280056       1        279351       1        279351       1        279351       1        279351       1        279351  
   11.7      244495    1000000     37046      678602     14317      532310      244       291927       11       277612       1        276541       1        276541       1        276541       1        276541       1        276541  
   13.3      246208    1000000     36827      675362     14049      528647      280       293400       17       277316       2        275490       1        274637       1        274637       1        274637       1        274637  
   15.0      246250    1000000     36756      674444     14003      527748      269       292231       15       276425       2        274994       2        274994       1        270760       1        270760       1        270760  
   16.7      247327    1000000     37064      673975     14004      525736      276       290720       14       274950       4        273873       4        273873       1        265110       1        265110       1        265110  
   18.3      247056    1000000     36928      673590     14053      526146      243       289475       12       275115       4        274133       4        274133       1        265251       1        265251       1        265251  
   20.0      247455    1000000     36759      673045     14107      527459      272       291054       13       275087       5        274069       5        274069       2        265401       1        259955       1        259955  
   21.7      248513    1000000     36726      671536     13985      524943      282       291649       19       275325       8        273821       8        273821       4        261729       3        256097       1        228295  
   23.3      248770    1000000     36712      670665     14035      524688      272       291910       11       275910       5        275252       5        275252       2        266315       1        258187       1        258187  
   25.0      248344    1000000     36908      672387     13911      524563      271       293385       16       277589       9        276832       9        276832       6        268285       3        247294       1        223142  
   26.7      248452    1000000     36736      672385     13954      525957      258       294225       16       279222       10       278556       10       278556       6        267633       4        253806       1        210445  
   28.3      249456    1000000     36327      670221     13740      525110      276       297306       19       281321       10       280246       10       280246       6        268743       3        248500       1        213979  
   30.0      249301    1000000     36365      670185     13651      523915      249       296931       17       282757       11       282086       11       282086       6        269490       4        255123       1        191057  
   31.7      248753    1000000     36351      672014     13723      526428      247       297660       15       283319       11       282902       10       282122       6        271565       4        257087       1        202293  
   33.3      248514    1000000     36234      671568     13590      526085      227       298856       17       285773       10       284930       9        284348       6        276479       4        261659       1        179843  
   35.0      248946    1000000     36270      671302     13452      524547      244       300357       16       286518       10       285625       9        284722       7        278093       5        262883       1        160325  
   36.7      249701    1000000     36147      670967     13381      524754      257       302230       15       287356       12       287049       10       285562       7        277166       6        270785       1        153897  
   38.3      249722    1000000     35926      669401     13442      524907      226       301955       17       289171       12       288215       12       288215       8        275050       5        249838       1        147708  
