 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       525078    1000000      4489      323065       44       298344       1        297883       1        297883       1        297883       1        297883       1        297883       1        297883       1        297883  
   1.7       237652    1000000     35584      688881     13982      549701      239       312616       5        298525       1        298072       1        298072       1        298072       1        298072       1        298072  
   3.3       237405    1000000     35191      688957     13921      552339      273       314831       8        298577       1        297790       1        297790       1        297790       1        297790       1        297790  
   5.0       238270    1000000     35105      687565     13756      550372      351       318032       12       297346       1        296085       1        296085       1        296085       1        296085       1        296085  
   6.7       238368    1000000     35457      688128     13844      549480      313       313939       8        294764       1        294024       1        294024       1        294024       1        294024       1        294024  
   8.3       238876    1000000     35220      687858     13919      550648      345       313155       11       292775       1        291534       1        291534       1        291534       1        291534       1        291534  
   10.0      240402    1000000     35526      685276     13969      546470      336       309644       20       290070       1        287907       1        287907       1        287907       1        287907       1        287907  
   11.7      239960    1000000     35507      685831     14254      548937      355       307999       9        286277       1        285412       1        285412       1        285412       1        285412       1        285412  
   13.3      240936    1000000     35972      685613     14096      544252      331       304273       18       284451       1        282413       1        282413       1        282413       1        282413       1        282413  
   15.0      241418    1000000     35826      684201     14092      544083      356       303546       18       282144       1        279961       1        279961       1        279961       1        279961       1        279961  
   16.7      242360    1000000     36103      683759     14337      543679      325       299566       16       280121       1        278344       1        278344       1        278344       1        278344       1        278344  
   18.3      242768    1000000     36391      683311     14191      540263      329       296120       16       276615       1        274921       1        274921       1        274921       1        274921       1        274921  
   20.0      244060    1000000     36136      680090     14400      540503      348       295307       11       274357       1        273254       1        273254       1        273254       1        273254       1        273254  
   21.7      244817    1000000     36361      680099     14321      538463      381       297166       17       274256       4        272347       4        272347       1        266351       1        266351       1        266351  
   23.3      244721    1000000     36335      679912     14333      538316      344       294175       20       274080       4        272126       4        272126       2        266108       1        258047       1        258047  
   25.0      245032    1000000     36153      679166     14364      538894      333       293520       15       273644       2        272037       2        272037       1        268751       1        268751       1        268751  
   26.7      245711    1000000     36281      677428     14310      536077      327       292840       10       273036       2        272039       1        271136       1        271136       1        271136       1        271136  
   28.3      244897    1000000     36179      678819     14324      537856      338       294390       14       274329       4        273168       3        272405       1        266717       1        266717       1        266717  
   30.0      245454    1000000     36447      679137     14227      536568      360       295023       16       273533       3        271698       3        271698       1        268341       1        268341       1        268341  
   31.7      245285    1000000     36473      678776     14457      537200      358       294784       20       273831       6        271984       6        271984       4        266629       4        266629       1        208649  
   33.3      246660    1000000     36128      676334     14162      535220      383       296620       27       274492       7        272101       4        269566       2        262405       2        262405       1        249899  
   35.0      246535    1000000     36370      677726     14085      533948      361       295038       26       274093       10       272053       8        270710       7        267347       5        252261       1        161690  
   36.7      247041    1000000     36068      675803     14178      534875      340       293815       26       274318       11       272139       10       271352       9        268066       7        255316       2        143244  
   38.3      246064    1000000     36207      677916     14113      535587      364       295881       22       274716       9        272665       9        272665       8        269344       5        242876       1        140673  
   40.0      247253    1000000     36150      675783     13978      533153      365       297106       19       275341       6        273415       6        273415       6        273415       4        253740       2        184153  
   41.7      247828    1000000     36249      675204     14034      532118      358       296556       31       276460       8        273250       7        272608       7        272608       5        253290       2        168746  
   43.3      246608    1000000     35998      677418     14121      536677      332       295454       17       276084       5        274433       5        274433       5        274433       4        264656       2        218461  
   45.0      247686    1000000     35781      674150     13845      532999      350       298801       17       278065       3        276399       3        276399       3        276399       2        266677       1        220150  
   46.7      247813    1000000     36128      675373     13881      531888      308       296225       14       278144       6        277221       6        277221       6        277221       4        258521       3        211767  
   48.3      247693    1000000     35836      675230     13953      534673      328       298316       16       279100       6        277882       6        277882       6        277882       4        258979       2        212104  
   50.0      247495    1000000     35748      675211     13888      534396      326       298898       16       279593       7        278290       7        278290       7        278290       5        259153       2        212189  
   51.7      247713    1000000     36108      675737     13835      532785      323       299458       17       280507       8        279511       8        279511       8        279511       6        260212       2        178405  
   53.3      248162    1000000     35781      674082     13830      532820      306       299846       20       281841       7        280360       7        280360       7        280360       5        260957       2        191876  
   55.0      248487    1000000     35758      673317     13643      531070      303       300654       27       283419       8        281325       8        281325       8        281325       7        271561       2        165144  
   56.7      247827    1000000     35683      674227     13709      532697      311       300496       19       282677       8        281418       8        281418       8        281418       7        271704       2        179835  
   58.3      247770    1000000     35428      673416     13793      534389      315       302009       16       283728       6        282506       6        282506       6        282506       5        272720       1        156997  
