 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
  100.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6850     0.3950     0.6400     0.3850     0.6100     0.3850     0.6300     0.5750     0.6050     0.5800     0.6150     0.5550     0.6100  
  200.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6250     0.3950     0.6400     0.3850     0.6100     0.3850     0.6100     0.5900     0.6050     0.5800     0.6150     0.5550     0.6100  
  300.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6250     0.3950     0.6400     0.3850     0.6100     0.3850     0.6300     0.5900     0.6400     0.5900     0.6150     0.5650     0.6100  
  400.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6250     0.3950     0.6400     0.3850     0.6100     0.3850     0.6100     0.5900     0.6050     0.5900     0.6150     0.5550     0.6100  
  500.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6850     0.3950     0.6400     0.3850     0.6100     0.3850     0.6100     0.5900     0.6050     0.5900     0.6150     0.5350     0.6100  
  600.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6250     0.3950     0.6400     0.3850     0.6350     0.3850     0.6300     0.5900     0.6250     0.5800     0.6150     0.5800     0.6200  
  700.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6850     0.3950     0.6400     0.3850     0.6100     0.3850     0.6100     0.5900     0.6250     0.5900     0.6250     0.5350     0.6100  
  800.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6850     0.3950     0.6400     0.3850     0.6100     0.3850     0.6300     0.5750     0.6250     0.5800     0.6150     0.5350     0.6100  
  900.0      0.2500     0.7500     0.3300     0.6650     0.3750     0.6250     0.3950     0.6400     0.3850     0.6350     0.3850     0.6100     0.5750     0.6050     0.5800     0.6250     0.5300     0.6100  
  1000.0     0.2500     0.7500     0.3300     0.6650     0.3750     0.6250     0.3950     0.6400     0.3850     0.6100     0.3850     0.6100     0.5900     0.6250     0.5900     0.6150     0.5550     0.6100  
  1000.0     0.2500     0.7500     0.3300     0.6650     0.3750     0.6250     0.3950     0.6400     0.3850     0.6100     0.3850     0.6100     0.5900     0.6250     0.5900     0.6150     0.5550     0.6100  
