 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     1.7500     0.2200     1.6650     0.1250     1.5000     0.1200     1.4800     0.1100     1.5800     0.1200     1.6500     0.1050     1.5750     0.0950     1.4900     0.1050     1.4500  
   20.0      0.2500     1.7500     0.2200     1.6650     0.1250     1.4350     0.1200     1.4800     0.1100     1.5800     0.1200     1.6300     0.1050     1.5450     0.1100     1.4900     0.0950     1.4500  
   30.0      0.2500     1.7500     0.1100     1.6650     0.1250     1.5600     0.1200     1.4800     0.1100     1.5800     0.1000     1.6500     0.0900     1.5750     0.0950     1.4900     0.0950     1.4600  
   40.0      0.2500     1.7500     0.2200     1.6650     0.1250     1.5000     0.1200     1.4800     0.1100     1.5800     0.1200     1.6500     0.1050     1.5750     0.0950     1.4900     0.0800     1.4500  
   50.0      0.2500     1.7500     0.2200     1.6650     0.1250     1.5600     0.1200     1.4800     0.1100     1.5800     0.1200     1.6500     0.1250     1.5750     0.0950     1.4900     0.0950     1.4500  
   60.0      0.2500     1.7500     0.2200     1.6650     0.1250     1.5600     0.1600     1.4800     0.1350     1.5800     0.1200     1.7300     0.1250     1.5900     0.1200     1.5150     0.1050     1.4700  
   70.0      0.2500     1.7500     0.2200     1.6650     0.1250     1.5000     0.1600     1.4800     0.1350     1.5800     0.1200     1.6500     0.1250     1.5750     0.1200     1.4900     0.1200     1.4600  
   80.0      0.2500     1.7500     0.2200     1.6650     0.1850     1.5600     0.1200     1.4800     0.1350     1.5800     0.1200     1.6500     0.1400     1.5750     0.1350     1.5050     0.1300     1.4600  
   90.0      0.2500     1.7500     0.2200     1.6650     0.1250     1.5600     0.1200     1.4800     0.1100     1.5800     0.1200     1.6500     0.1250     1.5900     0.1100     1.5050     0.0950     1.4600  
   99.9      0.2500     1.7500     0.2200     1.6650     0.1250     1.4350     0.1200     1.4800     0.1350     1.5800     0.1200     1.6300     0.1250     1.5450     0.1200     1.4900     0.0950     1.4500  
