 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       94226      100000       5          25         0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1       29933      100000      3926      62847       1879      49632       210       16729        39        5056        0          0          0          0          0          0          0          0          0          0     
   0.2       29655      100000      3767      62894       1734      49947       234       19842        55        7615        0          0          0          0          0          0          0          0          0          0     
   0.3       29489      100000      3736      63205       1787      50590       238       20208        59        8315        0          0          0          0          0          0          0          0          0          0     
   0.4       29169      100000      3747      63477       1798      50991       231       20205        62        8680        0          0          0          0          0          0          0          0          0          0     
   0.5       29763      100000      3739      62664       1762      49878       231       19722        47        7081        0          0          0          0          0          0          0          0          0          0     
   0.6       29808      100000      3815      62660       1798      49661       205       18059        50        7697        0          0          0          0          0          0          0          0          0          0     
   0.7       29770      100000      3743      62898       1767      50139       229       19605        56        8014        0          0          0          0          0          0          0          0          0          0     
   0.8       29346      100000      3716      63234       1754      50548       225       20359        62        9316        0          0          0          0          0          0          0          0          0          0     
   0.9       29278      100000      3687      63417       1754      51047       257       22386        67        9397        0          0          0          0          0          0          0          0          0          0     
   1.0       29252      100000      3734      63366       1777      50930       240       20743        58        8715        0          0          0          0          0          0          0          0          0          0     
   1.1       29815      100000      3711      62672       1799      50384       243       20172        58        7727        0          0          0          0          0          0          0          0          0          0     
   1.2       29248      100000      3704      63250       1799      51028       240       20321        57        8049        0          0          0          0          0          0          0          0          0          0     
   1.3       29403      100000      3708      63131       1778      50653       232       20459        63        8742        0          0          0          0          0          0          0          0          0          0     
   1.4       29560      100000      3869      63212       1845      50204       227       18844        47        6846        0          0          0          0          0          0          0          0          0          0     
   1.5       29453      100000      3747      63271       1765      50546       209       19681        64        9874        0          0          0          0          0          0          0          0          0          0     
   1.6       29275      100000      3748      63314       1764      50472       220       20199        60        9193        0          0          0          0          0          0          0          0          0          0     
   1.7       29592      100000      3702      62831       1769      50476       226       19959        50        7995        0          0          0          0          0          0          0          0          0          0     
   1.8       29902      100000      3821      62598       1821      49724       198       17879        60        8757        0          0          0          0          0          0          0          0          0          0     
   1.9       29828      100000      3845      62686       1785      49394       222       18945        43        6862        0          0          0          0          0          0          0          0          0          0     
   2.0       29652      100000      3728      62995       1741      50266       222       20308        63        9547        0          0          0          0          0          0          0          0          0          0     
   2.1       29511      100000      3780      63239       1751      50255       202       19472        61        9789        0          0          0          0          0          0          0          0          0          0     
   2.2       29492      100000      3808      62891       1795      49939       225       19933        57        8598        1         546         0          0          0          0          0          0          0          0     
   2.3       29383      100000      3728      63218       1762      50643       215       20244        62        9903        1         511         0          0          0          0          0          0          0          0     
   2.4       29425      100000      3724      63192       1764      50668       226       20215        50        8107        1         756         0          0          0          0          0          0          0          0     
   2.5       29495      100000      3693      63070       1752      50611       218       20103        65       10000        0          0          0          0          0          0          0          0          0          0     
   2.6       29779      100000      3703      62695       1781      50389       225       19555        52        7963        0          0          0          0          0          0          0          0          0          0     
   2.7       29790      100000      3736      62889       1790      50401       229       20001        58        8404        0          0          0          0          0          0          0          0          0          0     
   2.8       29592      100000      3699      62943       1816      50883       238       20382        60        8402        0          0          0          0          0          0          0          0          0          0     
   2.9       29395      100000      3693      63007       1742      50537       232       20857        58        8828        0          0          0          0          0          0          0          0          0          0     
