 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     0.5000     0.3300     0.5550     0.3750     0.5000     0.3950     0.4800     0.3850     0.4700     0.3850     0.4650     0.3900     0.4650     0.4300     0.4550     0.4050     0.4550  
   20.0      0.2500     0.5000     0.3300     0.5550     0.3750     0.5000     0.3950     0.4800     0.3850     0.4700     0.3850     0.4650     0.3900     0.4650     0.4400     0.4550     0.4050     0.4550  
   30.0      0.2500     0.5000     0.3300     0.5550     0.3750     0.5000     0.3950     0.4800     0.3850     0.4700     0.3850     0.4650     0.3900     0.4650     0.4300     0.4550     0.4200     0.4550  
   40.0      0.2500     0.5000     0.3300     0.5550     0.3750     0.5000     0.3950     0.4800     0.3850     0.4700     0.3850     0.4650     0.3900     0.4650     0.4300     0.4650     0.4050     0.4550  
   50.0      0.2500     0.5000     0.3300     0.5550     0.3750     0.5000     0.3950     0.4800     0.3850     0.4700     0.3850     0.4650     0.3900     0.4800     0.4400     0.4550     0.4200     0.4550  
   60.0      0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4050     0.4650     0.4050     0.4650     0.4300     0.4550     0.3700     0.4550  
   70.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1600     1.3250     0.1400     1.3550     0.1350     1.3800     0.1350     1.2800  
   80.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1600     1.3450     0.1400     1.3550     0.1450     1.3950     0.1300     1.2800  
   90.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1400     1.3250     0.1400     1.3550     0.1350     1.3950     0.1300     1.2800  
   99.9      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1600     1.3450     0.1400     1.3550     0.1350     1.3950     0.1350     1.2800  
