 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       530032    1000000      4326      317852       39       294108       1        293703       1        293703       1        293703       1        293703       1        293703       1        293703       1        293703  
   1.7       241022    1000000     36267      682148     13794      537601      229       307916       5        294526       1        294063       1        294063       1        294063       1        294063       1        294063  
   3.3       240926    1000000     36147      682483     13874      539305      230       306759       9        293237       1        292378       1        292378       1        292378       1        292378       1        292378  
   5.0       241892    1000000     36328      681041     13691      535215      258       306274       6        290473       1        289945       1        289945       1        289945       1        289945       1        289945  
   6.7       242652    1000000     36514      680038     13946      534698      252       302564       9        287127       1        286081       1        286081       1        286081       1        286081       1        286081  
   8.3       244280    1000000     36670      678083     14065      532468      235       296250       7        282473       1        281803       1        281803       1        281803       1        281803       1        281803  
   10.0      245312    1000000     36949      676541     13962      528584      254       294339       11       279393       1        278307       1        278307       1        278307       1        278307       1        278307  
   11.7      245148    1000000     36997      677018     14142      530059      271       292246       10       276146       1        275040       1        275040       1        275040       1        275040       1        275040  
   13.3      246382    1000000     37176      675294     14164      527142      268       290921       8        275104       1        274306       1        274306       1        274306       1        274306       1        274306  
   15.0      246425    1000000     37140      675664     14124      527558      266       290826       11       275209       1        274049       1        274049       1        274049       1        274049       1        274049  
   16.7      247137    1000000     37065      674054     14087      525961      272       290398       6        273988       3        273387       2        272447       1        270451       1        270451       1        270451  
   18.3      247804    1000000     37168      673352     14171      525515      254       288732       12       273843       4        272572       4        272572       3        270547       3        270547       1        243188  
   20.0      248321    1000000     36970      671472     14063      524097      244       288672       17       274514       6        272810       6        272810       4        265012       2        249568       1        222251  
   21.7      248643    1000000     37105      672557     14139      524648      259       289661       18       274773       7        273498       7        273498       6        270700       3        245395       1        211776  
   23.3      248619    1000000     37053      671543     13957      523284      253       289629       13       274874       8        274327       8        274327       5        266083       3        247435       1        213660  
   25.0      248430    1000000     36785      671620     14047      525244      254       290080       11       275201       6        274366       5        273799       4        269942       1        248043       1        248043  
   26.7      248776    1000000     36936      671894     14041      524634      276       292195       11       276073       6        275294       6        275294       5        274275       3        255509       2        238479  
   28.3      248622    1000000     36572      671444     13766      524729      274       294062       10       277773       3        276940       2        276128       2        276128       2        276128       2        276128  
   30.0      248160    1000000     36828      672758     13860      524481      257       293890       8        278885       4        278373       3        277814       3        277814       1        258463       1        258463  
   31.7      249483    1000000     36644      670274     13788      523464      225       293094       11       280245       3        279219       3        279219       2        277266       1        268721       1        268721  
