 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       69190      100000      1471       9064        75        863         0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.1        7389      100000      756       90674       322       87902        38       82572        19       81297        4        78364        3        77554        1        74763        1        74763        1        74763   
   0.2        8186      100000      911       89710       407       86486        57       79721        26       77712        10       74542        7        72323        5        69120        1        42623        0          0     
   0.3        8758      100000      1042      88952       491       85415        84       77508        46       74980        20       69536        14       65292        3        39343        2        32371        0          0     
   0.4        9701      100000      1199      87835       567       83749       113       74895        55       70805        21       64717        18       62728        4        26967        0          0          0          0     
   0.5       10718      100000      1417      86653       651       81658        92       70696        41       67125        22       63735        20       62436        2        18630        1        13054        0          0     
   0.6       11779      100000      1448      85090       624       79783        64       69147        33       67033        17       63958        16       63148        2        24824        1        17381        0          0     
   0.7       12233      100000      1247      84041       479       79128        42       71518        19       69955        15       69421        15       69421        4        34583        1        14202        0          0     
   0.8       12633      100000      1188      83406       398       78417        28       72288        19       71711        18       71422        15       69274        5        40457        1        13276        0          0     
   0.9       12612      100000      1050      83629       305       78902        16       74212        13       74039        12       73801        10       72692        4        53455        1        32227        0          0     
   1.0       12600      100000      964       83359       272       79092        13       75236        11       75103        11       75103        11       75103        5        56069        2        33454        0          0     
   1.1       12317      100000      816       83887       182       79934        12       77549        11       77469        11       77469        9        76064        5        62685        3        46936        0          0     
   1.2       12032      100000      658       84295       135       81072        9        79267        9        79267        9        79267        9        79267        6        68248        2        37971        0          0     
   1.3       11522      100000      538       84907        86       82108        7        81113        7        81113        7        81113        7        81113        4        70339        2        52626        0          0     
   1.4       11512      100000      482       84985        74       82462        7        81540        7        81540        7        81540        7        81540        4        71462        2        53396        0          0     
   1.5       11397      100000      462       85118        66       82710        6        81912        6        81912        6        81912        5        81190        4        76592        2        58172        0          0     
   1.6       11349      100000      454       85186        78       82843        6        81810        6        81810        5        81687        5        81687        4        77187        2        58717        0          0     
   1.7       11218      100000      410       85422        39       83178        6        82730        6        82730        5        82425        5        82425        4        78133        3        69807        0          0     
   1.8       10817      100000      331       85972        37       84176        4        83727        4        83727        4        83727        4        83727        3        79693        3        79693        0          0     
   1.9       10407      100000      291       86715        43       85228        6        84764        6        84764        5        84616        5        84616        4        80509        3        71636        0          0     
   2.0       10158      100000      275       87046        27       85571        4        85277        4        85277        4        85277        4        85277        3        81228        3        81228        0          0     
   2.1        9733      100000      192       87557        22       86547        4        86343        4        86343        4        86343        4        86343        3        82398        3        82398        0          0     
   2.2        9111      100000      134       88569        11       87847        3        87742        3        87742        3        87742        3        87742        3        87742        3        87742        0          0     
   2.3        8733      100000      120       89162        13       88530        3        88418        3        88418        3        88418        3        88418        3        88418        3        88418        0          0     
   2.4        8595      100000      107       89232        6        88659        3        88621        3        88621        3        88621        3        88621        3        88621        3        88621        0          0     
   2.5        8698      100000      119       89208        15       88604        5        88496        5        88496        5        88496        5        88496        4        85204        3        75422        0          0     
   2.6        8787      100000      134       88998        19       88328        5        88125        5        88125        5        88125        5        88125        4        85092        3        75771        0          0     
   2.7        8737      100000      133       89167        15       88469        5        88349        5        88349        5        88349        5        88349        4        85587        3        76189        0          0     
   2.8        8755      100000      124       89167        9        88487        5        88440        5        88440        5        88440        5        88440        4        85882        3        76603        0          0     
   2.9        8920      100000      121       88894        8        88230        5        88171        5        88171        5        88171        5        88171        4        86145        3        76941        0          0     
   3.0        8933      100000      125       88773        17       88125        5        87971        5        87971        5        87971        5        87971        4        86338        3        77055        0          0     
   3.1        8772      100000      148       88931        9        88115        5        88054        5        88054        5        88054        5        88054        4        86891        3        77639        0          0     
   3.2        8691      100000      164       89140        26       88331        8        88076        6        87966        4        87733        4        87733        4        87733        3        78350        1        50192   
   3.3        8652      100000      121       89313        10       88678        4        88610        4        88610        4        88610        4        88610        4        88610        3        79028        1        51006   
   3.4        8226      100000      102       89742        11       89198        4        89111        4        89111        4        89111        4        89111        4        89111        3        79729        1        51844   
   3.5        8050      100000      103       90127        8        89578        4        89531        4        89531        4        89531        4        89531        4        89531        3        80382        1        52336   
   3.6        7988      100000       81       90189        8        89773        4        89727        4        89727        4        89727        4        89727        4        89727        3        80887        1        52804   
   3.7        7857      100000       85       90317        8        89871        4        89822        4        89822        4        89822        4        89822        4        89822        3        81268        1        53063   
   3.8        8396      100000      113       89549        7        88933        4        88897        4        88897        4        88897        4        88897        4        88897        3        80780        1        53199   
   3.9        8681      100000      110       89115        9        88478        4        88412        4        88412        4        88412        4        88412        4        88412        3        80628        1        53460   
   4.0        8768      100000      113       89086        11       88493        4        88417        4        88417        4        88417        4        88417        4        88417        3        80712        1        53944   
   4.1        8606      100000      122       89420        7        88764        4        88729        4        88729        4        88729        4        88729        4        88729        3        81084        1        54781   
   4.2        8455      100000       96       89569        9        89066        4        89011        4        89011        4        89011        4        89011        4        89011        2        71509        1        55593   
   4.3        8316      100000       91       89888        6        89382        4        89356        4        89356        4        89356        4        89356        4        89356        2        71972        1        56064   
   4.4        8140      100000       77       89982        7        89563        4        89525        4        89525        4        89525        4        89525        4        89525        2        72491        1        56589   
   4.5        8301      100000       73       89793        8        89419        4        89376        4        89376        4        89376        4        89376        4        89376        2        72921        1        57088   
   4.6        8261      100000      105       89815        6        89232        4        89208        4        89208        4        89208        4        89208        4        89208        2        73475        1        57696   
   4.7        8361      100000       90       89606        8        89126        4        89078        4        89078        4        89078        4        89078        4        89078        2        73975        1        58319   
   4.8        8414      100000       80       89659        11       89261        4        89184        4        89184        4        89184        4        89184        4        89184        2        74499        1        58967   
   4.9        8479      100000       91       89556        7        89066        4        89036        4        89036        4        89036        4        89036        4        89036        2        74852        1        59469   
   5.0        8492      100000      122       89523        11       88873        4        88795        4        88795        4        88795        4        88795        4        88795        2        75222        1        59863   
   5.1        8561      100000       79       89315        6        88889        4        88866        4        88866        4        88866        4        88866        4        88866        2        75649        1        60307   
   5.2        8603      100000      107       89351        6        88772        4        88752        4        88752        4        88752        4        88752        4        88752        2        75881        1        60513   
   5.3        8653      100000      100       89291        11       88759        4        88681        4        88681        4        88681        4        88681        4        88681        2        76160        1        60842   
   5.4        8756      100000      122       89087        11       88444        4        88369        4        88369        4        88369        4        88369        4        88369        2        76281        1        61027   
   5.5        8697      100000      114       89145        5        88521        4        88511        4        88511        4        88511        4        88511        3        83548        2        76726        1        61556   
   5.6        8557      100000      101       89327        6        88771        4        88746        4        88746        4        88746        4        88746        3        83987        2        77332        1        62077   
   5.7        8754      100000      116       89124        12       88497        4        88409        4        88409        4        88409        4        88409        3        84115        2        77677        1        62742   
   5.8        8818      100000      124       89014        13       88366        4        88260        4        88260        4        88260        4        88260        3        84640        2        78345        1        63491   
   5.9        8991      100000      151       88707        16       87900        4        87763        4        87763        4        87763        4        87763        3        84760        2        78816        1        64288   
