 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7950     0.3850     0.8300     0.3850     0.7950     0.3900     0.8100     0.6900     0.7900     0.6850     0.7300  
   20.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7950     0.3850     0.8050     0.3850     0.7950     0.3900     0.7950     0.6900     0.7750     0.6950     0.7100  
   30.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8750     0.3950     0.7950     0.3850     0.8050     0.3850     0.7950     0.3900     0.8100     0.6900     0.7900     0.6950     0.7200  
   40.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8750     0.3950     0.7950     0.3850     0.8300     0.3850     0.7950     0.3900     0.7950     0.6900     0.7400     0.6950     0.7200  
   50.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7950     0.3850     0.8300     0.3850     0.7950     0.3900     0.8100     0.6750     0.7750     0.6950     0.7200  
   60.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7950     0.3850     0.8300     0.3850     0.7950     0.3900     0.7950     0.6900     0.7500     0.6950     0.7100  
   70.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7950     0.3850     0.8300     0.3850     0.7950     0.3900     0.7950     0.6900     0.7900     0.6950     0.7300  
   80.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8100     0.3950     0.7950     0.3850     0.8050     0.3850     0.7750     0.3900     0.7950     0.6900     0.7500     0.6950     0.7300  
   90.0      0.2500     0.7500     0.3300     0.7750     0.3750     0.8750     0.3950     0.7950     0.3850     0.8050     0.3850     0.7950     0.3900     0.8100     0.6900     0.7750     0.6950     0.7200  
   99.9      0.2500     0.7500     0.3300     0.7750     0.3750     0.8750     0.3950     0.7950     0.3850     0.8300     0.3850     0.7950     0.3900     0.8250     0.6900     0.7900     0.6950     0.7300  
