 Timestep      c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       54965      100000      3254      22150       385        4695        0          0          0          0          0          0          0          0          0          0          0          0          0          0     
   0.8       18524      100000      3938      76839       2094      64856       310       28051        83       12579        0          0          0          0          0          0          0          0          0          0     
   1.7       18456      100000      3984      77208       2116      65073       322       28508        80       12223        0          0          0          0          0          0          0          0          0          0     
   2.5       18312      100000      3914      77170       2127      65592       314       28644        87       13154        0          0          0          0          0          0          0          0          0          0     
   3.3       18756      100000      4000      76768       2148      64662       341       27569        71        9250        0          0          0          0          0          0          0          0          0          0     
   4.2       18425      100000      3953      77237       2083      65023       335       29154        83       12153        0          0          0          0          0          0          0          0          0          0     
   5.0       18808      100000      4036      76853       2118      64404       326       28136        84       11840        0          0          0          0          0          0          0          0          0          0     
   5.8       18307      100000      3836      77302       2056      65815       338       30716        92       13888        0          0          0          0          0          0          0          0          0          0     
   6.7       18521      100000      3998      76964       2123      64677       321       28180        80       11848        0          0          0          0          0          0          0          0          0          0     
   7.5       18397      100000      3968      77254       2169      65573       319       27848        83       12009        0          0          0          0          0          0          0          0          0          0     
   8.3       18400      100000      3990      77322       2174      65463       329       28519        77       11569        0          0          0          0          0          0          0          0          0          0     
   9.2       18537      100000      3943      77099       2082      65008       315       28609        89       13104        0          0          0          0          0          0          0          0          0          0     
   10.0      18459      100000      3888      76820       2113      65219       333       29474        78       11883        0          0          0          0          0          0          0          0          0          0     
   10.8      18294      100000      3897      77271       2106      65563       321       29508        88       13785        0          0          0          0          0          0          0          0          0          0     
   11.7      18579      100000      3985      76715       2087      64414       314       27635        79       11265        0          0          0          0          0          0          0          0          0          0     
   12.5      18113      100000      3850      77535       2070      65934       324       30361        96       14670        0          0          0          0          0          0          0          0          0          0     
   13.3      18335      100000      3890      77586       2103      65890       337       29775        87       12830        0          0          0          0          0          0          0          0          0          0     
   14.2      18439      100000      4005      77134       2066      64483       319       28502        83       12444        0          0          0          0          0          0          0          0          0          0     
