             TauR                           MSD              
            0.000                         0.000000           
            0.167                        11.231143           
            0.333                        51.799946           
            0.500                        123.564427          
            0.667                        225.499822          
            0.833                        349.909482          
            1.000                        494.543385          
            1.167                        657.249345          
            1.333                        836.420284          
            1.500                       1035.112440          
            1.667                       1245.163961          
            1.833                       1475.679598          
            2.000                       1729.579783          
            2.167                       2021.701729          
            2.333                       2358.971800          
            2.500                       2736.364843          
            2.667                       3152.340430          
            2.833                       3596.075944          
            3.000                       4071.882954          
            3.167                       4590.215312          
            3.333                       5156.951924          
            3.500                       5760.765618          
            3.667                       6411.315833          
            3.833                       7099.800694          
            4.000                       7817.827186          
            4.167                       8565.856442          
            4.333                       9346.686763          
            4.500                       10186.121082         
            4.667                       11113.734209         
            4.833                       12119.823749         
            5.000                       13208.751653         
            5.167                       14364.575133         
            5.333                       15569.713917         
            5.500                       16831.594525         
            5.667                       18159.414509         
            5.833                       19541.043716         
            6.000                       20933.598866         
            6.167                       22324.716852         
            6.333                       23736.376220         
            6.500                       25172.729962         
            6.667                       26622.769232         
            6.833                       28090.534514         
            7.000                       29578.216239         
            7.167                       31078.194464         
            7.333                       32583.370563         
            7.500                       34090.570975         
            7.667                       35604.448689         
            7.833                       37129.559137         
            8.000                       38662.622731         
            8.167                       40196.883612         
            8.333                       41737.894267         
            8.500                       43282.030100         
            8.667                       44837.285319         
            8.833                       46400.725753         
            9.000                       47974.398750         
            9.167                       49563.739490         
            9.333                       51160.259843         
            9.500                       52764.706770         
            9.667                       54376.776309         
            9.833                       56001.906493         
            10.000                      57645.714883         
            10.167                      59310.061985         
            10.333                      61003.589985         
            10.500                      62728.569579         
            10.667                      64494.657624         
            10.833                      66289.817699         
            11.000                      68110.813871         
            11.167                      69959.941033         
            11.333                      71835.138990         
            11.500                      73730.011903         
            11.667                      75639.023765         
            11.833                      77549.771498         
            12.000                      79463.132610         
            12.167                      81376.936152         
            12.333                      83283.112327         
            12.500                      85178.416551         
            12.667                      87065.411710         
            12.833                      88936.315569         
            13.000                      90801.829813         
            13.167                      92674.966861         
            13.333                      94545.896544         
            13.500                      96412.208600         
            13.667                      98292.649514         
            13.833                     100192.420679         
            14.000                     102097.672314         
            14.167                     104014.070443         
            14.333                     105947.749180         
            14.500                     107901.312891         
            14.667                     109861.642537         
            14.833                     111827.130538         
            15.000                     113804.078044         
            15.167                     115782.690705         
            15.333                     117755.512927         
            15.500                     119728.733506         
            15.667                     121697.709306         
            15.833                     123663.749969         
            16.000                     125645.360074         
            16.167                     127636.538485         
            16.333                     129629.615536         
            16.500                     131615.926570         
            16.667                     133595.702881         
            16.833                     135570.006367         
            17.000                     137533.991482         
            17.167                     139480.447981         
            17.333                     141401.253067         
            17.500                     143291.446031         
            17.667                     145164.167958         
            17.833                     147026.860220         
            18.000                     148882.612970         
            18.167                     150728.668809         
            18.333                     152553.562019         
            18.500                     154367.256230         
            18.667                     156170.712157         
            18.833                     157980.059143         
            19.000                     159779.856812         
            19.167                     161574.163316         
            19.333                     163360.141705         
            19.500                     165120.702725         
            19.667                     166865.471298         
            19.833                     168609.049532         
            20.000                     170372.860413         
            20.167                     172161.627139         
            20.333                     173949.869651         
            20.500                     175756.790095         
            20.667                     177585.347883         
            20.833                     179441.684750         
            21.000                     181318.770498         
            21.167                     183201.672804         
            21.333                     185094.374654         
            21.500                     186999.011142         
            21.667                     188905.623975         
            21.833                     190813.382658         
            22.000                     192722.048723         
            22.167                     194638.129681         
            22.333                     196576.443675         
            22.500                     198537.954113         
            22.667                     200525.189315         
            22.833                     202521.042973         
            23.000                     204510.955413         
            23.167                     206496.282915         
            23.333                     208483.397325         
            23.500                     210477.173212         
            23.667                     212462.260072         
            23.833                     214452.803258         
            24.000                     216456.516902         
            24.167                     218475.969188         
            24.333                     220516.259471         
            24.500                     222561.234490         
            24.667                     224604.050526         
            24.833                     226649.351405         
            25.000                     228667.634969         
            25.167                     230675.284528         
            25.333                     232675.687116         
            25.500                     234667.807145         
            25.667                     236645.431023         
            25.833                     238623.443943         
            26.000                     240610.104192         
            26.167                     242595.007851         
            26.333                     244563.962141         
            26.500                     246519.384032         
            26.667                     248461.560454         
            26.833                     250397.334803         
            27.000                     252342.492154         
            27.167                     254292.701296         
            27.333                     256245.267013         
            27.500                     258188.498154         
            27.667                     260135.315712         
            27.833                     262092.281199         
            28.000                     264069.374540         
            28.167                     266056.211967         
            28.333                     268038.657560         
            28.500                     270014.792456         
            28.667                     272011.690814         
