             TauR                           MSD              
            0.000                         0.000000           
            0.167                         4.610210           
            0.333                        17.150507           
            0.500                        38.845521           
            0.667                        69.118052           
            0.833                        107.846375          
            1.000                        156.996355          
            1.167                        217.217378          
            1.333                        288.393999          
            1.500                        374.086498          
            1.667                        473.834019          
            1.833                        586.554362          
            2.000                        715.551696          
            2.167                        857.411741          
            2.333                       1011.946982          
            2.500                       1174.981007          
            2.667                       1342.907155          
            2.833                       1515.303184          
            3.000                       1694.010715          
            3.167                       1879.539871          
            3.333                       2071.458091          
            3.500                       2271.613784          
            3.667                       2478.069185          
            3.833                       2690.928171          
            4.000                       2910.568519          
            4.167                       3138.695638          
            4.333                       3371.283576          
            4.500                       3609.663291          
            4.667                       3856.235362          
            4.833                       4110.073893          
            5.000                       4368.233172          
            5.167                       4629.283912          
            5.333                       4898.577958          
            5.500                       5175.877953          
            5.667                       5458.784938          
            5.833                       5747.427655          
            6.000                       6039.259835          
            6.167                       6333.225129          
            6.333                       6627.006524          
            6.500                       6920.738714          
            6.667                       7213.143014          
            6.833                       7503.852252          
            7.000                       7797.332585          
            7.167                       8095.585542          
            7.333                       8395.982113          
            7.500                       8697.190439          
            7.667                       8998.362458          
            7.833                       9298.192303          
            8.000                       9598.848355          
            8.167                       9904.224347          
            8.333                       10212.896103         
            8.500                       10524.314072         
            8.667                       10837.979667         
            8.833                       11154.353212         
            9.000                       11469.156563         
            9.167                       11782.410011         
            9.333                       12096.489251         
            9.500                       12409.851521         
            9.667                       12722.933777         
            9.833                       13034.830049         
            10.000                      13344.828254         
            10.167                      13654.725720         
            10.333                      13965.419857         
            10.500                      14278.247416         
            10.667                      14590.760016         
            10.833                      14905.476768         
            11.000                      15223.812056         
            11.167                      15544.896502         
            11.333                      15869.151174         
            11.500                      16194.139244         
            11.667                      16521.859391         
            11.833                      16852.994710         
            12.000                      17187.027056         
            12.167                      17524.176184         
            12.333                      17863.182294         
            12.500                      18205.282357         
            12.667                      18547.183152         
            12.833                      18890.367525         
            13.000                      19234.104795         
            13.167                      19581.954586         
            13.333                      19935.043126         
            13.500                      20290.826457         
            13.667                      20645.794654         
            13.833                      21003.439770         
            14.000                      21360.958908         
            14.167                      21718.485879         
            14.333                      22074.399203         
            14.500                      22430.629977         
            14.667                      22784.330472         
            14.833                      23137.174703         
            15.000                      23486.795484         
            15.167                      23838.298693         
            15.333                      24188.423021         
            15.500                      24535.836141         
            15.667                      24881.158441         
            15.833                      25227.790698         
            16.000                      25573.155826         
            16.167                      25917.403308         
            16.333                      26260.603296         
            16.500                      26600.688943         
            16.667                      26938.899695         
            16.833                      27277.291290         
            17.000                      27614.987527         
            17.167                      27949.642021         
            17.333                      28280.341809         
            17.500                      28608.813366         
            17.667                      28934.901848         
            17.833                      29257.846576         
            18.000                      29578.026928         
            18.167                      29892.884756         
            18.333                      30205.918868         
            18.500                      30520.693551         
            18.667                      30838.729101         
            18.833                      31160.207573         
            19.000                      31483.951201         
            19.167                      31809.669796         
            19.333                      32138.193857         
            19.500                      32469.962050         
            19.667                      32805.230285         
            19.833                      33142.910840         
            20.000                      33483.478046         
            20.167                      33828.047254         
            20.333                      34177.021340         
            20.500                      34527.472380         
            20.667                      34880.103363         
            20.833                      35233.519676         
            21.000                      35586.909587         
            21.167                      35941.278592         
            21.333                      36296.760939         
            21.500                      36655.481819         
            21.667                      37016.157804         
            21.833                      37375.640968         
            22.000                      37733.269735         
            22.167                      38088.384844         
            22.333                      38442.242776         
            22.500                      38797.597892         
            22.667                      39154.841352         
            22.833                      39514.297603         
            23.000                      39875.431236         
            23.167                      40237.218308         
            23.333                      40601.105577         
            23.500                      40963.693295         
            23.667                      41325.573583         
            23.833                      41685.901823         
            24.000                      42045.728996         
            24.167                      42405.954478         
            24.333                      42767.674286         
            24.500                      43128.177345         
            24.667                      43485.525859         
            24.833                      43844.627698         
            25.000                      44202.959960         
            25.167                      44557.834729         
            25.333                      44909.435197         
            25.500                      45262.180671         
