             TauR                           MSD              
            0.000                         0.000000           
            0.167                         2.465936           
            0.333                        11.863473           
            0.500                        31.404336           
            0.667                        64.174452           
            0.833                        114.121174          
            1.000                        182.256243          
            1.167                        267.009812          
            1.333                        366.349471          
            1.500                        479.618513          
            1.667                        609.581737          
            1.833                        756.822555          
            2.000                        920.740464          
            2.167                       1101.548467          
            2.333                       1296.361966          
            2.500                       1508.166056          
            2.667                       1736.259350          
            2.833                       1983.190444          
            3.000                       2249.356055          
            3.167                       2530.925224          
            3.333                       2827.404608          
            3.500                       3138.897941          
            3.667                       3461.969595          
            3.833                       3795.647501          
            4.000                       4144.499786          
            4.167                       4506.680425          
            4.333                       4880.382544          
            4.500                       5265.190352          
            4.667                       5661.422832          
            4.833                       6070.914473          
            5.000                       6488.005808          
            5.167                       6910.301516          
            5.333                       7341.095631          
            5.500                       7780.250233          
            5.667                       8226.678449          
            5.833                       8683.470126          
            6.000                       9149.737952          
            6.167                       9628.722212          
            6.333                       10119.007977         
            6.500                       10620.626045         
            6.667                       11128.893562         
            6.833                       11644.116261         
            7.000                       12164.952108         
            7.167                       12694.344671         
            7.333                       13232.155780         
            7.500                       13776.227002         
            7.667                       14327.810217         
            7.833                       14886.059517         
            8.000                       15449.101190         
            8.167                       16018.421054         
            8.333                       16588.320120         
            8.500                       17155.991522         
            8.667                       17727.516303         
            8.833                       18302.945576         
            9.000                       18879.563431         
            9.167                       19455.131681         
            9.333                       20031.343986         
            9.500                       20608.460163         
            9.667                       21186.467669         
            9.833                       21767.708078         
            10.000                      22350.566211         
            10.167                      22930.020489         
            10.333                      23511.648751         
            10.500                      24098.337362         
            10.667                      24692.388992         
            10.833                      25293.895730         
            11.000                      25899.671982         
            11.167                      26507.701435         
            11.333                      27120.531741         
            11.500                      27734.348378         
            11.667                      28349.412758         
            11.833                      28967.449699         
            12.000                      29587.354933         
            12.167                      30208.966616         
            12.333                      30832.529557         
            12.500                      31456.068092         
            12.667                      32074.239843         
            12.833                      32688.834361         
            13.000                      33300.373173         
            13.167                      33909.785165         
            13.333                      34516.419084         
            13.500                      35125.071628         
            13.667                      35736.241675         
