             TauR                           MSD              
            0.000                         0.000000           
            0.167                         1.668909           
            0.333                         7.112294           
            0.500                        15.630832           
            0.667                        28.058119           
            0.833                        45.258775           
            1.000                        66.772833           
            1.167                        92.215557           
            1.333                        120.354537          
            1.500                        154.035312          
            1.667                        192.187241          
            1.833                        233.315241          
            2.000                        276.641537          
            2.167                        324.695388          
            2.333                        377.890800          
            2.500                        436.151180          
            2.667                        498.824412          
            2.833                        566.802808          
            3.000                        637.871690          
            3.167                        711.118226          
            3.333                        787.601001          
            3.500                        865.558902          
            3.667                        946.333582          
            3.833                       1028.464728          
            4.000                       1112.936551          
            4.167                       1198.881484          
            4.333                       1286.255934          
            4.500                       1375.584774          
            4.667                       1469.538114          
            4.833                       1567.368576          
            5.000                       1667.860100          
            5.167                       1770.346260          
            5.333                       1878.240902          
            5.500                       1994.750981          
            5.667                       2119.142192          
            5.833                       2249.000988          
            6.000                       2381.902629          
            6.167                       2513.797475          
            6.333                       2643.454232          
            6.500                       2768.245750          
            6.667                       2891.498508          
            6.833                       3012.514012          
            7.000                       3132.064369          
            7.167                       3253.189735          
            7.333                       3376.393522          
            7.500                       3502.089293          
            7.667                       3629.185572          
            7.833                       3759.507083          
            8.000                       3889.788204          
            8.167                       4023.242114          
            8.333                       4156.706452          
            8.500                       4290.028754          
            8.667                       4424.496074          
            8.833                       4561.714333          
            9.000                       4701.242646          
            9.167                       4843.233445          
            9.333                       4985.592898          
            9.500                       5126.596427          
            9.667                       5268.206857          
            9.833                       5412.147714          
            10.000                      5555.327110          
            10.167                      5700.185721          
            10.333                      5845.544163          
            10.500                      5990.788282          
            10.667                      6135.160081          
            10.833                      6281.468908          
            11.000                      6429.169085          
            11.167                      6578.931767          
            11.333                      6730.161401          
            11.500                      6881.832199          
            11.667                      7034.477309          
            11.833                      7189.781920          
            12.000                      7349.457738          
            12.167                      7513.887295          
            12.333                      7678.759050          
            12.500                      7845.395078          
            12.667                      8012.466916          
            12.833                      8178.756477          
            13.000                      8344.168735          
            13.167                      8510.752837          
            13.333                      8676.215778          
            13.500                      8838.191269          
            13.667                      8999.059531          
            13.833                      9162.996298          
            14.000                      9328.758965          
            14.167                      9493.969777          
            14.333                      9662.096360          
            14.500                      9831.433771          
            14.667                      10007.528516         
            14.833                      10190.898988         
            15.000                      10378.286213         
            15.167                      10572.193802         
            15.333                      10774.617151         
            15.500                      10984.971269         
            15.667                      11203.201612         
            15.833                      11428.373613         
            16.000                      11657.471960         
            16.167                      11888.188970         
            16.333                      12119.274287         
            16.500                      12356.635651         
            16.667                      12597.552587         
            16.833                      12839.947022         
            17.000                      13086.511913         
            17.167                      13338.531462         
            17.333                      13596.499404         
            17.500                      13859.115946         
            17.667                      14124.947989         
            17.833                      14391.450165         
            18.000                      14654.327682         
            18.167                      14915.140019         
            18.333                      15178.302348         
            18.500                      15444.959452         
            18.667                      15713.341873         
            18.833                      15982.414540         
            19.000                      16250.901947         
            19.167                      16518.546759         
            19.333                      16791.016079         
            19.500                      17067.983279         
            19.667                      17349.335592         
            19.833                      17634.978234         
            20.000                      17916.761055         
            20.167                      18195.130151         
            20.333                      18469.732945         
            20.500                      18740.228042         
            20.667                      19009.205152         
            20.833                      19277.847457         
            21.000                      19550.628340         
            21.167                      19819.973579         
            21.333                      20082.710107         
            21.500                      20341.294431         
            21.667                      20594.719608         
            21.833                      20844.053310         
            22.000                      21090.353273         
            22.167                      21335.771336         
            22.333                      21580.729720         
            22.500                      21827.058269         
            22.667                      22069.179499         
            22.833                      22309.321334         
            23.000                      22550.835574         
            23.167                      22793.918072         
            23.333                      23039.017042         
            23.500                      23283.951832         
            23.667                      23530.192660         
            23.833                      23783.207519         
            24.000                      24036.365459         
            24.167                      24286.374865         
            24.333                      24535.906939         
            24.500                      24785.758354         
            24.667                      25033.403307         
            24.833                      25281.569478         
            25.000                      25532.179555         
            25.167                      25784.217159         
            25.333                      26038.375986         
            25.500                      26299.955832         
            25.667                      26569.738999         
            25.833                      26846.328223         
            26.000                      27130.778526         
            26.167                      27421.416178         
            26.333                      27721.435494         
            26.500                      28026.197365         
            26.667                      28334.894023         
            26.833                      28648.140802         
            27.000                      28962.944880         
            27.167                      29279.950709         
            27.333                      29602.300740         
            27.500                      29927.918275         
            27.667                      30257.717796         
            27.833                      30593.395238         
            28.000                      30935.141065         
            28.167                      31283.612392         
            28.333                      31644.416034         
            28.500                      32019.265966         
            28.667                      32403.030914         
            28.833                      32786.994247         
            29.000                      33175.972392         
            29.167                      33562.078814         
            29.333                      33945.800643         
            29.500                      34325.895620         
            29.667                      34707.921397         
            29.833                      35088.800842         
            30.000                      35473.154832         
            30.167                      35866.616642         
            30.333                      36267.442082         
            30.500                      36674.931127         
            30.667                      37087.969847         
