             TauR                           MSD              
            0.000                         0.000000           
            0.167                         1.146820           
            0.333                         6.050347           
            0.500                        16.274520           
            0.667                        33.485508           
            0.833                        59.481438           
            1.000                        94.433920           
            1.167                        137.762302          
            1.333                        188.245586          
            1.500                        246.630712          
            1.667                        312.286615          
            1.833                        384.514531          
            2.000                        463.195109          
            2.167                        547.616893          
            2.333                        638.189987          
            2.500                        733.980912          
            2.667                        836.097180          
            2.833                        945.719176          
            3.000                       1062.015481          
            3.167                       1185.205039          
            3.333                       1315.372479          
            3.500                       1450.320829          
            3.667                       1589.912593          
            3.833                       1735.356455          
            4.000                       1886.925957          
            4.167                       2042.498279          
            4.333                       2202.927774          
            4.500                       2369.444700          
            4.667                       2542.152216          
            4.833                       2720.580713          
            5.000                       2902.538315          
            5.167                       3085.385500          
            5.333                       3271.409779          
            5.500                       3460.137152          
            5.667                       3652.287746          
            5.833                       3848.193969          
            6.000                       4048.727342          
            6.167                       4253.183084          
            6.333                       4460.017512          
            6.500                       4669.522181          
            6.667                       4880.938454          
            6.833                       5095.043315          
            7.000                       5310.717308          
            7.167                       5527.825504          
            7.333                       5747.376409          
            7.500                       5968.861589          
            7.667                       6192.747973          
            7.833                       6419.053201          
            8.000                       6648.728507          
            8.167                       6881.500999          
            8.333                       7115.787408          
            8.500                       7351.798941          
            8.667                       7588.818340          
            8.833                       7828.180791          
            9.000                       8069.003037          
            9.167                       8309.331732          
            9.333                       8549.371407          
            9.500                       8789.739054          
            9.667                       9030.472319          
            9.833                       9272.421680          
            10.000                      9514.829668          
            10.167                      9756.777252          
            10.333                      9999.571848          
            10.500                      10243.710984         
            10.667                      10489.869898         
            10.833                      10737.849172         
            11.000                      10985.923961         
            11.167                      11233.464218         
            11.333                      11481.004649         
            11.500                      11729.100633         
            11.667                      11977.578761         
            11.833                      12228.615276         
            12.000                      12481.102510         
            12.167                      12734.182393         
            12.333                      12988.414591         
            12.500                      13244.551993         
            12.667                      13502.014328         
            12.833                      13759.078252         
            13.000                      14015.274056         
            13.167                      14270.954152         
            13.333                      14526.923447         
            13.500                      14782.829218         
            13.667                      15038.948249         
            13.833                      15295.257261         
            14.000                      15553.114105         
            14.167                      15814.131891         
            14.333                      16077.070044         
            14.500                      16341.614316         
            14.667                      16607.386039         
            14.833                      16875.347630         
            15.000                      17144.955510         
            15.167                      17416.618228         
            15.333                      17689.897176         
            15.500                      17964.488573         
            15.667                      18240.811017         
            15.833                      18520.055497         
            16.000                      18801.542323         
            16.167                      19086.646872         
            16.333                      19374.497191         
            16.500                      19665.967491         
            16.667                      19961.488481         
            16.833                      20260.528154         
            17.000                      20563.052993         
            17.167                      20868.768155         
            17.333                      21177.713707         
