             TauR                           MSD              
            0.000                         0.000000           
            0.167                         2.683720           
            0.333                        10.025723           
            0.500                        21.788190           
            0.667                        37.409163           
            0.833                        57.459280           
            1.000                        82.630473           
            1.167                        113.899234          
            1.333                        151.033024          
            1.500                        196.681265          
            1.667                        249.143436          
            1.833                        305.832376          
            2.000                        365.572742          
            2.167                        430.434700          
            2.333                        502.229995          
            2.500                        578.995237          
            2.667                        663.239969          
            2.833                        755.930815          
            3.000                        856.992437          
            3.167                        966.455432          
            3.333                       1081.358957          
            3.500                       1199.559259          
            3.667                       1320.320745          
            3.833                       1441.123336          
            4.000                       1561.996238          
            4.167                       1686.358773          
            4.333                       1814.514960          
            4.500                       1945.435570          
            4.667                       2078.719333          
            4.833                       2213.741368          
            5.000                       2348.538389          
            5.167                       2480.476988          
            5.333                       2608.305554          
            5.500                       2733.554095          
            5.667                       2853.296666          
            5.833                       2971.040424          
            6.000                       3085.918255          
            6.167                       3199.267796          
            6.333                       3312.254685          
            6.500                       3423.492625          
            6.667                       3534.700794          
            6.833                       3645.763072          
            7.000                       3759.743781          
            7.167                       3879.360163          
            7.333                       4005.470093          
            7.500                       4137.596618          
            7.667                       4271.139487          
            7.833                       4407.471730          
            8.000                       4545.255541          
            8.167                       4682.713824          
            8.333                       4821.788592          
            8.500                       4965.218863          
            8.667                       5113.259625          
            8.833                       5263.202645          
            9.000                       5416.764613          
            9.167                       5571.345675          
            9.333                       5727.697011          
            9.500                       5883.760793          
            9.667                       6041.308070          
            9.833                       6197.453901          
            10.000                      6352.590563          
            10.167                      6509.846228          
            10.333                      6672.266820          
            10.500                      6840.850248          
            10.667                      7016.490644          
            10.833                      7199.003121          
            11.000                      7383.047731          
            11.167                      7572.138587          
            11.333                      7765.083004          
            11.500                      7962.051017          
            11.667                      8162.405476          
            11.833                      8365.401137          
            12.000                      8568.377682          
            12.167                      8774.830460          
            12.333                      8986.929495          
            12.500                      9203.019910          
            12.667                      9417.128927          
            12.833                      9625.836509          
            13.000                      9832.400433          
            13.167                      10040.039331         
            13.333                      10246.098989         
            13.500                      10453.510741         
            13.667                      10665.432024         
            13.833                      10879.377377         
            14.000                      11096.671509         
            14.167                      11315.704196         
            14.333                      11535.643315         
            14.500                      11751.931945         
            14.667                      11966.171769         
            14.833                      12182.275105         
            15.000                      12401.360873         
            15.167                      12617.909892         
            15.333                      12828.602823         
            15.500                      13035.076161         
            15.667                      13236.612009         
            15.833                      13436.124356         
            16.000                      13631.755670         
            16.167                      13825.329172         
            16.333                      14017.112329         
            16.500                      14204.245790         
            16.667                      14384.841730         
            16.833                      14556.706442         
            17.000                      14723.439899         
            17.167                      14884.188497         
            17.333                      15041.204928         
            17.500                      15197.907160         
            17.667                      15357.131059         
            17.833                      15517.106018         
            18.000                      15676.369931         
            18.167                      15831.988746         
            18.333                      15987.361237         
            18.500                      16143.962184         
            18.667                      16303.168207         
            18.833                      16464.083730         
            19.000                      16623.203648         
            19.167                      16780.839738         
            19.333                      16939.800844         
            19.500                      17101.231670         
            19.667                      17264.412758         
            19.833                      17426.685085         
            20.000                      17587.133833         
            20.167                      17747.839706         
            20.333                      17912.323590         
            20.500                      18078.957961         
            20.667                      18247.234762         
            20.833                      18412.320887         
            21.000                      18577.666034         
            21.167                      18743.712937         
            21.333                      18908.040791         
            21.500                      19071.365843         
            21.667                      19237.517890         
            21.833                      19407.395500         
            22.000                      19579.536384         
            22.167                      19753.558125         
            22.333                      19930.480556         
            22.500                      20108.442258         
            22.667                      20286.422328         
            22.833                      20467.038920         
            23.000                      20646.457295         
            23.167                      20825.786024         
            23.333                      21003.109467         
            23.500                      21179.272576         
            23.667                      21354.969624         
            23.833                      21530.327658         
            24.000                      21705.998285         
            24.167                      21882.480679         
            24.333                      22058.088148         
            24.500                      22230.884157         
            24.667                      22405.126841         
            24.833                      22581.077227         
            25.000                      22760.040363         
            25.167                      22940.993218         
            25.333                      23124.874733         
            25.500                      23315.699753         
            25.667                      23515.156899         
            25.833                      23718.778851         
            26.000                      23928.785924         
            26.167                      24144.816938         
            26.333                      24365.405486         
            26.500                      24591.655985         
            26.667                      24823.158749         
            26.833                      25053.566023         
            27.000                      25283.215968         
            27.167                      25511.130720         
            27.333                      25736.573882         
            27.500                      25961.512311         
            27.667                      26184.983572         
            27.833                      26407.573140         
            28.000                      26629.489199         
            28.167                      26850.630314         
            28.333                      27072.816586         
            28.500                      27298.575574         
            28.667                      27530.518952         
            28.833                      27768.476623         
            29.000                      28012.724413         
            29.167                      28260.521618         
            29.333                      28508.998097         
            29.500                      28758.141636         
            29.667                      29007.458210         
            29.833                      29257.145852         
            30.000                      29507.206761         
            30.167                      29758.467808         
            30.333                      30010.271941         
            30.500                      30264.687854         
            30.667                      30520.769266         
            30.833                      30778.555404         
            31.000                      31038.169654         
            31.167                      31298.309976         
            31.333                      31558.944500         
            31.500                      31819.214531         
            31.667                      32079.390961         
            31.833                      32341.738564         
            32.000                      32603.477275         
            32.167                      32866.335168         
            32.333                      33131.394183         
            32.500                      33394.703561         
            32.667                      33655.251574         
            32.833                      33916.688830         
            33.000                      34177.376023         
            33.167                      34438.623897         
            33.333                      34701.881590         
            33.500                      34967.106631         
            33.667                      35231.658323         
            33.833                      35493.968738         
            34.000                      35757.565887         
            34.167                      36019.698573         
            34.333                      36277.120450         
            34.500                      36534.302266         
            34.667                      36792.521561         
            34.833                      37052.498361         
            35.000                      37312.573600         
            35.167                      37572.570122         
            35.333                      37828.686164         
            35.500                      38081.115373         
            35.667                      38334.628487         
            35.833                      38589.494046         
            36.000                      38850.499055         
            36.167                      39119.767791         
            36.333                      39394.692716         
            36.500                      39672.732135         
            36.667                      39951.001812         
            36.833                      40227.397078         
            37.000                      40499.926970         
            37.167                      40767.820269         
            37.333                      41034.009501         
            37.500                      41297.668212         
            37.667                      41560.073010         
            37.833                      41823.982310         
            38.000                      42087.734696         
            38.167                      42352.025231         
            38.333                      42613.971763         
            38.500                      42873.776711         
            38.667                      43134.500828         
            38.833                      43395.956959         
            39.000                      43654.899376         
            39.167                      43913.506540         
            39.333                      44169.972825         
            39.500                      44424.363647         
            39.667                      44677.884211         
            39.833                      44932.371623         
            40.000                      45187.331323         
            40.167                      45445.320959         
            40.333                      45709.598187         
            40.500                      45973.163787         
            40.667                      46235.340210         
            40.833                      46492.269807         
            41.000                      46743.633670         
            41.167                      46989.217333         
            41.333                      47233.305822         
            41.500                      47476.569152         
            41.666                      47717.468267         
            41.833                      47957.247377         
            42.000                      48197.888728         
