             TauR                           MSD              
            0.000                         0.000000           
            0.167                         2.588317           
            0.333                        11.098581           
            0.500                        26.883119           
            0.667                        51.918871           
            0.833                        90.596279           
            1.000                        144.521073          
            1.167                        214.199562          
            1.333                        299.424720          
            1.500                        398.181293          
            1.667                        509.206324          
            1.833                        632.717416          
            2.000                        767.145361          
            2.167                        910.916607          
            2.333                       1066.495677          
            2.500                       1234.987505          
            2.667                       1418.329276          
            2.833                       1615.937966          
            3.000                       1826.481404          
            3.167                       2050.202716          
            3.333                       2292.296072          
            3.500                       2550.920946          
            3.667                       2825.557644          
            3.833                       3116.956990          
            4.000                       3421.186889          
            4.167                       3737.756716          
            4.333                       4062.744051          
            4.500                       4398.025745          
            4.667                       4743.348646          
            4.833                       5103.730077          
            5.000                       5473.128396          
            5.167                       5847.946060          
            5.333                       6225.761977          
            5.500                       6604.665344          
            5.667                       6987.111154          
            5.833                       7370.334297          
            6.000                       7754.311899          
            6.167                       8137.735822          
            6.333                       8517.550150          
            6.500                       8894.179172          
            6.667                       9274.705403          
            6.833                       9655.222925          
            7.000                       10040.922204         
            7.167                       10435.899649         
            7.333                       10840.824409         
            7.500                       11251.684717         
            7.667                       11672.987135         
            7.833                       12109.322727         
            8.000                       12552.498327         
            8.167                       12997.544617         
            8.333                       13440.862312         
            8.500                       13876.422076         
            8.667                       14307.281302         
            8.833                       14734.151824         
            9.000                       15159.957997         
            9.167                       15586.166115         
            9.333                       16012.677939         
            9.500                       16437.630017         
            9.667                       16861.293788         
            9.833                       17291.025785         
            10.000                      17729.475664         
            10.167                      18171.329831         
            10.333                      18615.044146         
            10.500                      19060.855253         
            10.667                      19511.069957         
            10.833                      19965.470873         
            11.000                      20419.500525         
            11.167                      20874.561480         
            11.333                      21333.557820         
            11.500                      21798.602027         
            11.667                      22271.250064         
            11.833                      22746.805256         
            12.000                      23225.268955         
            12.167                      23702.196967         
            12.333                      24178.791569         
            12.500                      24656.334515         
            12.667                      25132.250463         
            12.833                      25608.009304         
            13.000                      26083.952040         
            13.167                      26554.978329         
            13.333                      27022.139655         
            13.500                      27490.507616         
            13.667                      27959.671964         
            13.833                      28426.070615         
            14.000                      28888.681314         
            14.167                      29343.711541         
            14.333                      29787.750176         
            14.500                      30221.712373         
            14.667                      30646.525591         
            14.833                      31068.091857         
            15.000                      31487.844773         
            15.167                      31908.101151         
            15.333                      32324.023512         
            15.500                      32740.669404         
            15.667                      33155.486660         
            15.833                      33568.519270         
            16.000                      33976.400839         
            16.167                      34382.945025         
            16.333                      34787.624521         
            16.500                      35189.656006         
            16.667                      35588.186736         
            16.833                      35982.256494         
            17.000                      36371.205120         
            17.167                      36757.458872         
            17.333                      37142.242458         
            17.500                      37524.022030         
            17.667                      37904.756892         
            17.833                      38286.735661         
            18.000                      38665.631367         
            18.167                      39037.866860         
            18.333                      39401.743614         
            18.500                      39760.961672         
            18.667                      40119.142146         
            18.833                      40478.583387         
            19.000                      40838.769932         
            19.167                      41199.866631         
            19.333                      41561.288849         
            19.500                      41924.409163         
            19.667                      42288.748697         
            19.833                      42658.738557         
            20.000                      43032.639893         
            20.167                      43409.671503         
            20.333                      43786.385205         
            20.500                      44159.094637         
            20.667                      44532.696846         
            20.833                      44909.734973         
            21.000                      45286.003964         
            21.167                      45657.774016         
            21.333                      46029.323913         
            21.500                      46403.854778         
            21.667                      46778.478514         
            21.833                      47155.738759         
            22.000                      47536.321791         
            22.167                      47917.782143         
            22.333                      48302.391437         
            22.500                      48686.415277         
            22.667                      49071.296922         
            22.833                      49456.721619         
            23.000                      49843.476040         
            23.167                      50231.944257         
            23.333                      50618.599508         
            23.500                      51003.646019         
            23.667                      51384.544413         
            23.833                      51766.082582         
            24.000                      52148.394797         
            24.167                      52529.526209         
            24.333                      52909.165301         
            24.500                      53289.975253         
            24.667                      53675.602703         
            24.833                      54067.508812         
            25.000                      54469.502322         
            25.167                      54873.884971         
            25.333                      55282.304174         
            25.500                      55695.634564         
            25.667                      56112.519070         
            25.833                      56532.653377         
            26.000                      56954.869507         
            26.167                      57379.821839         
            26.333                      57804.804653         
            26.500                      58235.975085         
            26.667                      58669.683783         
            26.833                      59100.923469         
            27.000                      59530.797765         
            27.167                      59961.802439         
            27.333                      60393.017428         
            27.500                      60827.016083         
            27.667                      61264.957454         
            27.833                      61707.359206         
            28.000                      62158.919455         
            28.167                      62619.797040         
            28.333                      63088.175729         
            28.500                      63558.318942         
            28.667                      64030.563604         
            28.833                      64502.863288         
            29.000                      64977.395030         
            29.167                      65450.920210         
            29.333                      65925.152876         
            29.500                      66401.213973         
            29.667                      66877.618320         
            29.833                      67355.766640         
            30.000                      67837.206590         
            30.167                      68321.870526         
            30.333                      68807.701193         
            30.500                      69293.029895         
            30.667                      69778.593049         
            30.833                      70266.619856         
            31.000                      70750.521878         
            31.167                      71228.979031         
            31.333                      71703.506823         
            31.500                      72178.173903         
            31.667                      72651.566970         
            31.833                      73124.698806         
            32.000                      73597.440263         
            32.167                      74067.659732         
            32.333                      74539.613704         
            32.500                      75016.061523         
            32.667                      75496.517580         
            32.833                      75980.777040         
            33.000                      76462.275068         
            33.167                      76938.251632         
            33.333                      77413.906500         
            33.500                      77893.952067         
            33.667                      78378.826154         
            33.833                      78865.219587         
            34.000                      79349.798929         
            34.167                      79830.109926         
            34.333                      80306.784526         
            34.500                      80781.665042         
            34.667                      81255.205495         
            34.833                      81730.649886         
            35.000                      82206.212034         
            35.167                      82681.761819         
            35.333                      83156.624817         
            35.500                      83625.707934         
            35.667                      84090.020984         
            35.833                      84553.151128         
            36.000                      85019.226087         
            36.167                      85491.912928         
            36.333                      85968.107132         
            36.500                      86450.214229         
            36.667                      86935.170420         
            36.833                      87421.871399         
            37.000                      87905.073528         
            37.167                      88389.745219         
            37.333                      88873.339168         
            37.500                      89357.138062         
            37.667                      89837.335951         
            37.833                      90314.202070         
            38.000                      90789.294048         
            38.167                      91259.115804         
            38.333                      91725.430958         
            38.500                      92194.673987         
            38.667                      92665.284798         
            38.833                      93134.667064         
            39.000                      93602.151660         
            39.167                      94069.932151         
            39.333                      94539.479364         
            39.500                      95011.605584         
            39.667                      95484.213155         
            39.833                      95955.885281         
            40.000                      96429.334310         
            40.167                      96910.672954         
            40.333                      97401.025415         
            40.500                      97898.132915         
            40.667                      98399.158847         
            40.833                      98900.214481         
            41.000                      99401.746988         
            41.167                      99899.752255         
            41.333                     100397.136880         
            41.500                     100894.283342         
            41.666                     101391.694579         
            41.833                     101888.704390         
            42.000                     102387.745092         
            42.166                     102884.442663         
            42.333                     103381.903321         
            42.500                     103885.741346         
            42.666                     104393.311645         
            42.833                     104903.600954         
            43.000                     105418.919930         
            43.166                     105933.439808         
            43.333                     106441.797292         
            43.500                     106945.411236         
            43.666                     107446.988922         
            43.833                     107946.977747         
            44.000                     108447.774336         
            44.166                     108948.500585         
            44.333                     109453.086891         
            44.500                     109961.657676         
            44.666                     110474.682561         
            44.833                     110984.571980         
            45.000                     111493.843771         
            45.166                     111999.974074         
            45.333                     112501.153985         
            45.500                     112998.514034         
            45.666                     113497.602987         
            45.833                     113994.634234         
            46.000                     114490.219239         
            46.166                     114982.830170         
            46.333                     115470.171431         
            46.500                     115954.130277         
            46.666                     116441.328829         
            46.833                     116930.879666         
            47.000                     117425.025570         
            47.166                     117922.023862         
            47.333                     118418.380743         
            47.500                     118914.190167         
            47.666                     119413.043788         
            47.833                     119914.351848         
            48.000                     120419.282038         
            48.166                     120928.815902         
            48.333                     121441.797937         
            48.500                     121958.116509         
            48.666                     122475.338879         
            48.833                     122992.584884         
            49.000                     123511.070346         
            49.166                     124029.172937         
            49.333                     124545.187392         
            49.500                     125057.849613         
            49.666                     125571.159210         
            49.833                     126087.174297         
            50.000                     126602.207782         
            50.166                     127113.527011         
            50.333                     127620.077816         
            50.500                     128121.785461         
            50.666                     128617.451252         
            50.833                     129109.603396         
            51.000                     129596.793262         
            51.166                     130083.894624         
            51.333                     130571.477162         
            51.500                     131055.758917         
            51.666                     131538.228676         
            51.833                     132024.234824         
            52.000                     132517.179308         
            52.166                     133011.571363         
            52.333                     133508.328358         
            52.500                     134007.158573         
            52.666                     134509.814545         
            52.833                     135018.124548         
            53.000                     135532.435906         
            53.166                     136049.043833         
            53.333                     136566.618292         
            53.500                     137084.622761         
            53.666                     137604.815700         
            53.833                     138125.563431         
            54.000                     138647.521554         
            54.166                     139172.736499         
            54.333                     139702.064265         
            54.500                     140231.849619         
            54.666                     140763.762030         
            54.833                     141296.582442         
            55.000                     141829.734470         
            55.166                     142360.969732         
            55.333                     142894.603680         
            55.500                     143433.481284         
            55.666                     143979.484138         
            55.833                     144527.659030         
            56.000                     145082.201920         
            56.166                     145638.870109         
            56.333                     146198.442322         
            56.500                     146763.441061         
            56.666                     147335.233178         
            56.833                     147913.011825         
            57.000                     148489.057147         
            57.166                     149062.200725         
            57.333                     149634.718488         
            57.500                     150207.780755         
            57.666                     150783.924614         
            57.833                     151365.291378         
            58.000                     151951.731838         
            58.166                     152535.408404         
            58.333                     153120.913483         
            58.500                     153709.306091         
            58.666                     154302.877800         
            58.833                     154900.294695         
            59.000                     155504.432590         
            59.166                     156105.922846         
            59.333                     156701.652530         
            59.500                     157289.770864         
            59.666                     157873.623129         
            59.833                     158455.324596         
            60.000                     159036.257866         
            60.166                     159616.108064         
            60.333                     160195.816700         
            60.500                     160773.700779         
            60.666                     161354.572094         
            60.833                     161943.611459         
            61.000                     162536.439621         
            61.166                     163131.629938         
            61.333                     163727.462471         
            61.500                     164323.845598         
            61.666                     164916.948339         
            61.833                     165512.610850         
            62.000                     166103.807927         
            62.166                     166686.013938         
            62.333                     167260.184771         
            62.500                     167829.967263         
            62.666                     168399.961820         
            62.833                     168967.887256         
            63.000                     169535.374333         
            63.166                     170099.442581         
            63.333                     170661.869861         
            63.500                     171225.156770         
            63.666                     171785.610958         
            63.833                     172347.853505         
            64.000                     172910.641265         
            64.166                     173477.319888         
            64.333                     174044.316815         
            64.500                     174610.023597         
            64.666                     175176.437359         
            64.833                     175745.344365         
            65.000                     176315.832540         
            65.166                     176885.754354         
            65.333                     177449.179091         
            65.500                     178003.399215         
            65.666                     178552.116870         
            65.833                     179095.931813         
            66.000                     179638.779032         
            66.166                     180176.948457         
            66.333                     180715.630274         
            66.500                     181254.402018         
            66.666                     181792.117613         
            66.833                     182331.160523         
            67.000                     182868.918453         
            67.166                     183408.677942         
            67.333                     183949.184046         
            67.500                     184489.823810         
            67.666                     185030.966045         
            67.833                     185577.666423         
            68.000                     186127.719190         
            68.166                     186678.577512         
            68.333                     187233.640494         
            68.500                     187790.516597         
            68.666                     188352.311293         
            68.833                     188917.695917         
            69.000                     189478.888656         
            69.166                     190039.654019         
            69.333                     190601.565899         
            69.500                     191167.807165         
            69.666                     191736.900840         
            69.833                     192311.771174         
            70.000                     192889.901628         
            70.166                     193470.000244         
            70.333                     194046.902746         
            70.500                     194620.335918         
            70.666                     195187.260892         
            70.833                     195747.493671         
            71.000                     196307.841159         
            71.166                     196872.599486         
            71.333                     197441.907748         
            71.500                     198016.374236         
            71.666                     198594.786857         
            71.833                     199176.091778         
            72.000                     199759.828012         
            72.166                     200348.411938         
            72.333                     200948.702964         
            72.500                     201557.972428         
            72.666                     202174.399304         
            72.833                     202799.544167         
            73.000                     203432.322357         
            73.166                     204068.475568         
            73.333                     204699.385592         
            73.500                     205318.820734         
            73.666                     205928.426201         
            73.833                     206537.660884         
            74.000                     207142.712727         
            74.166                     207746.573476         
            74.333                     208353.990006         
            74.500                     208957.680903         
            74.666                     209552.450100         
            74.833                     210146.315240         
            75.000                     210740.780623         
            75.166                     211340.600530         
            75.333                     211943.670878         
            75.500                     212547.090844         
            75.666                     213151.441217         
            75.833                     213756.094099         
            76.000                     214360.525165         
            76.166                     214964.878727         
            76.333                     215573.941832         
            76.500                     216189.996759         
            76.666                     216811.415935         
            76.833                     217432.933117         
            77.000                     218054.059717         
            77.166                     218682.166765         
            77.333                     219316.503606         
            77.500                     219957.023399         
            77.666                     220599.402912         
            77.833                     221241.863479         
            78.000                     221887.660117         
            78.166                     222532.585995         
            78.333                     223179.462517         
            78.500                     223824.324196         
            78.666                     224471.072663         
            78.833                     225123.258018         
            79.000                     225775.846463         
            79.166                     226426.244110         
            79.333                     227073.884114         
            79.500                     227715.033009         
            79.666                     228355.637181         
            79.833                     228997.328205         
            80.000                     229643.558142         
            80.166                     230292.906356         
            80.333                     230942.687235         
            80.500                     231594.381862         
            80.666                     232241.521788         
            80.833                     232885.954764         
            81.000                     233529.126118         
            81.166                     234171.580911         
            81.333                     234814.818337         
            81.500                     235457.733319         
            81.666                     236099.205060         
            81.833                     236741.866548         
            82.000                     237376.091866         
            82.166                     238001.295798         
            82.333                     238618.463484         
            82.500                     239230.362246         
            82.666                     239841.011506         
            82.833                     240451.556299         
            83.000                     241067.596165         
            83.166                     241690.455971         
            83.333                     242318.488150         
            83.500                     242951.173122         
            83.666                     243588.310454         
            83.833                     244228.551228         
            84.000                     244868.034622         
            84.166                     245502.590983         
            84.333                     246130.836267         
            84.500                     246753.486919         
            84.666                     247373.424007         
            84.833                     247998.983004         
            85.000                     248633.755479         
            85.166                     249274.458286         
            85.333                     249919.168177         
            85.500                     250568.172840         
            85.666                     251217.635490         
            85.833                     251871.314958         
            86.000                     252526.558838         
            86.166                     253184.091508         
            86.333                     253844.133937         
            86.500                     254504.727316         
            86.666                     255167.272953         
            86.833                     255832.539094         
            87.000                     256498.097159         
            87.166                     257165.848065         
            87.333                     257839.434371         
            87.500                     258516.929778         
            87.666                     259198.244233         
            87.833                     259885.036087         
            88.000                     260578.869574         
            88.166                     261276.714398         
            88.333                     261973.599678         
            88.500                     262666.741369         
            88.666                     263362.016105         
            88.833                     264057.619365         
            89.000                     264758.303713         
            89.166                     265466.295221         
            89.333                     266182.910954         
            89.500                     266904.359704         
            89.666                     267622.418092         
            89.833                     268343.082383         
            90.000                     269067.699034         
            90.166                     269795.520983         
            90.333                     270520.331084         
            90.500                     271239.207836         
            90.666                     271953.968378         
            90.833                     272666.016344         
            91.000                     273378.099944         
            91.166                     274096.760694         
            91.333                     274821.061716         
            91.500                     275558.232734         
            91.666                     276302.091556         
            91.833                     277050.059403         
            92.000                     277806.206323         
            92.166                     278574.512395         
            92.333                     279347.123746         
            92.500                     280117.854013         
            92.666                     280883.234904         
            92.833                     281651.222826         
            93.000                     282424.711527         
            93.166                     283197.429413         
            93.333                     283966.696850         
            93.500                     284733.334640         
            93.666                     285495.005294         
            93.833                     286249.126835         
            94.000                     287001.950197         
            94.166                     287758.318881         
            94.333                     288523.417380         
            94.500                     289291.087908         
            94.666                     290057.674422         
            94.833                     290819.253055         
            95.000                     291577.679111         
            95.166                     292337.874827         
            95.333                     293099.846358         
            95.500                     293863.571704         
            95.666                     294626.738660         
            95.833                     295389.039914         
            96.000                     296151.195884         
            96.166                     296918.681583         
            96.333                     297685.866935         
            96.500                     298446.189967         
            96.666                     299197.343262         
            96.833                     299943.553128         
            97.000                     300688.717600         
            97.166                     301433.591217         
            97.333                     302177.470288         
            97.500                     302920.572247         
            97.666                     303655.710588         
            97.833                     304380.505350         
            98.000                     305096.735433         
            98.166                     305812.538508         
            98.333                     306522.057930         
            98.500                     307221.944600         
            98.666                     307917.168857         
            98.833                     308613.728554         
            99.000                     309312.604999         
            99.166                     310015.179133         
            99.333                     310721.440016         
            99.500                     311427.151604         
            99.666                     312133.437821         
            99.833                     312841.747979         
           100.000                     313547.764607         
