             TauR                           MSD              
            0.000                         0.000000           
            0.167                         5.782852           
            0.333                        26.584562           
            0.500                        64.495543           
            0.667                        122.116356          
            0.833                        204.429122          
            1.000                        314.553306          
            1.167                        444.768747          
            1.333                        590.310700          
            1.500                        748.655993          
            1.667                        916.236879          
            1.833                       1094.449854          
            2.000                       1283.330027          
            2.167                       1481.448310          
            2.333                       1690.142644          
            2.500                       1909.287450          
            2.667                       2138.133304          
            2.833                       2373.217056          
            3.000                       2612.396733          
            3.167                       2858.118457          
            3.333                       3110.824045          
            3.500                       3370.929682          
            3.667                       3638.239690          
            3.833                       3913.362206          
            4.000                       4198.918216          
            4.167                       4492.564435          
            4.333                       4790.018119          
            4.500                       5091.315090          
            4.667                       5397.828424          
            4.833                       5711.708780          
            5.000                       6030.880250          
            5.167                       6355.178847          
            5.333                       6683.901475          
            5.500                       7019.541576          
            5.667                       7363.297304          
            5.833                       7715.128085          
            6.000                       8070.881547          
            6.167                       8426.963095          
            6.333                       8786.917666          
            6.500                       9152.133663          
            6.667                       9519.001713          
            6.833                       9888.224074          
            7.000                       10255.734308         
            7.167                       10623.164171         
            7.333                       10989.949271         
            7.500                       11354.557708         
            7.667                       11725.111519         
            7.833                       12098.456154         
            8.000                       12474.656504         
            8.167                       12851.805957         
            8.333                       13232.994476         
            8.500                       13619.329060         
            8.667                       14008.632766         
            8.833                       14399.466579         
            9.000                       14793.786768         
            9.167                       15186.965764         
            9.333                       15578.084817         
            9.500                       15967.727094         
            9.667                       16355.985581         
            9.833                       16742.450505         
            10.000                      17132.157071         
            10.167                      17526.411005         
            10.333                      17926.162826         
            10.500                      18326.078604         
            10.667                      18721.423053         
            10.833                      19116.654000         
            11.000                      19510.574607         
            11.167                      19906.546856         
            11.333                      20308.134981         
            11.500                      20712.901953         
            11.667                      21121.913298         
            11.833                      21536.034911         
            12.000                      21956.079123         
            12.167                      22384.465091         
            12.333                      22817.359495         
            12.500                      23256.070299         
            12.667                      23698.939556         
            12.833                      24141.108346         
            13.000                      24586.377356         
            13.167                      25036.007052         
            13.333                      25493.622096         
            13.500                      25958.407316         
            13.667                      26427.147184         
            13.833                      26900.798250         
            14.000                      27379.530843         
            14.167                      27859.068877         
            14.333                      28339.420648         
            14.500                      28818.122392         
            14.667                      29292.366201         
            14.833                      29764.549511         
            15.000                      30238.113798         
            15.167                      30715.408294         
            15.333                      31195.458231         
            15.500                      31677.334127         
            15.667                      32152.941731         
            15.833                      32627.625541         
            16.000                      33102.079140         
            16.167                      33582.019654         
            16.333                      34068.609020         
            16.500                      34562.479195         
            16.667                      35065.902330         
            16.833                      35577.186002         
            17.000                      36095.610230         
            17.167                      36624.427024         
            17.333                      37162.353082         
            17.500                      37703.799525         
            17.667                      38251.279801         
            17.833                      38804.861795         
            18.000                      39364.453150         
            18.167                      39925.579133         
            18.333                      40487.766968         
            18.500                      41053.057639         
            18.667                      41624.035843         
            18.833                      42201.737277         
            19.000                      42783.417058         
            19.167                      43368.149404         
            19.333                      43952.511247         
            19.500                      44532.084843         
            19.667                      45102.867945         
            19.833                      45670.213439         
            20.000                      46239.504347         
            20.167                      46808.454865         
            20.333                      47377.087380         
            20.500                      47950.130340         
            20.667                      48529.918643         
            20.833                      49116.824919         
            21.000                      49709.811623         
            21.167                      50307.819806         
            21.333                      50915.025369         
            21.500                      51526.755738         
            21.667                      52136.803597         
            21.833                      52747.101442         
            22.000                      53356.830289         
            22.167                      53964.043989         
            22.333                      54574.392674         
            22.500                      55186.128608         
            22.667                      55803.126665         
            22.833                      56433.496047         
            23.000                      57074.446474         
            23.167                      57721.159210         
            23.333                      58377.095881         
            23.500                      59041.036678         
            23.667                      59708.871899         
            23.833                      60382.261651         
            24.000                      61059.210570         
            24.167                      61732.459457         
            24.333                      62402.726624         
            24.500                      63074.783721         
            24.667                      63745.901308         
            24.833                      64417.986547         
            25.000                      65091.407942         
            25.167                      65770.447841         
            25.333                      66454.411829         
            25.500                      67135.780283         
            25.667                      67818.843438         
            25.833                      68500.211685         
            26.000                      69177.144485         
            26.167                      69851.366306         
            26.333                      70527.227830         
            26.500                      71206.697927         
            26.667                      71889.993580         
            26.833                      72582.604383         
            27.000                      73280.971182         
            27.167                      73983.672974         
            27.333                      74682.726122         
            27.500                      75383.119536         
            27.667                      76088.326503         
            27.833                      76797.151761         
            28.000                      77502.542388         
            28.167                      78205.296905         
            28.333                      78904.973609         
            28.500                      79604.091353         
            28.667                      80304.923236         
            28.833                      81006.122689         
            29.000                      81708.104724         
            29.167                      82403.105374         
            29.333                      83092.697857         
            29.500                      83784.259638         
            29.667                      84483.571787         
            29.833                      85184.698333         
            30.000                      85890.419790         
            30.167                      86600.158236         
            30.333                      87313.089213         
            30.500                      88031.423983         
            30.667                      88748.627414         
            30.833                      89464.652610         
            31.000                      90174.433095         
            31.167                      90876.153005         
            31.333                      91570.903138         
            31.500                      92263.365433         
            31.667                      92953.746679         
            31.833                      93641.333278         
            32.000                      94323.135739         
            32.167                      94997.516198         
            32.333                      95663.914351         
            32.500                      96317.779952         
            32.667                      96961.522938         
            32.833                      97594.883274         
            33.000                      98220.739291         
            33.167                      98836.700331         
            33.333                      99446.208695         
            33.500                     100047.267603         
            33.667                     100640.297858         
            33.833                     101230.932218         
            34.000                     101821.497275         
            34.167                     102408.521349         
            34.333                     102994.450718         
            34.500                     103578.092762         
            34.667                     104163.461563         
            34.833                     104749.415967         
            35.000                     105340.472000         
            35.167                     105932.479714         
            35.333                     106525.651276         
            35.500                     107124.461926         
            35.667                     107727.689981         
            35.833                     108327.453783         
            36.000                     108922.938248         
            36.167                     109514.526935         
            36.333                     110106.240856         
