             TauR                           MSD              
            0.000                         0.000000           
            0.167                         8.251529           
            0.333                        36.670113           
            0.500                        89.228952           
            0.667                        172.609017          
            0.833                        301.035314          
            1.000                        483.398575          
            1.167                        734.646370          
            1.333                       1071.182791          
            1.500                       1493.517902          
            1.667                       1994.907134          
            1.833                       2566.770622          
            2.000                       3199.927863          
            2.167                       3884.237854          
            2.333                       4621.453417          
            2.500                       5407.540232          
            2.667                       6242.401022          
            2.833                       7112.795890          
            3.000                       8023.786643          
            3.167                       8955.467862          
            3.333                       9895.034698          
            3.500                       10840.599062         
            3.667                       11800.846848         
            3.833                       12768.406786         
            4.000                       13739.274280         
            4.167                       14713.549755         
            4.333                       15695.058975         
            4.500                       16694.423220         
            4.667                       17701.780121         
            4.833                       18711.506725         
            5.000                       19712.003404         
            5.167                       20698.856110         
            5.333                       21673.652088         
            5.500                       22650.353836         
            5.667                       23628.999444         
            5.833                       24612.336988         
            6.000                       25582.953611         
            6.167                       26557.422643         
            6.333                       27533.966897         
            6.500                       28506.815013         
            6.667                       29472.657592         
            6.833                       30429.849372         
            7.000                       31390.064627         
            7.167                       32366.918014         
            7.333                       33358.682385         
            7.500                       34363.466996         
            7.667                       35378.248605         
            7.833                       36405.043455         
            8.000                       37447.609791         
            8.167                       38483.258249         
            8.333                       39515.139283         
            8.500                       40556.390432         
            8.667                       41602.560465         
            8.833                       42655.389978         
            9.000                       43711.760797         
            9.167                       44769.390078         
            9.333                       45831.998255         
            9.500                       46893.062858         
            9.667                       47956.388104         
            9.833                       49028.704846         
            10.000                      50119.672238         
            10.167                      51231.202487         
            10.333                      52362.920894         
            10.500                      53531.360992         
            10.667                      54733.972247         
            10.833                      55969.531715         
            11.000                      57219.888699         
            11.167                      58456.623658         
            11.333                      59689.144007         
            11.500                      60919.024906         
            11.667                      62145.683873         
            11.833                      63373.130503         
            12.000                      64596.583362         
            12.167                      65818.164565         
            12.333                      67029.293842         
            12.500                      68228.037686         
            12.667                      69426.740837         
            12.833                      70647.269534         
            13.000                      71873.900339         
            13.167                      73102.963002         
            13.333                      74335.768951         
            13.500                      75559.679873         
            13.667                      76797.543295         
            13.833                      78051.518272         
            14.000                      79335.561816         
            14.167                      80664.482075         
            14.333                      82029.010088         
            14.500                      83407.268890         
            14.667                      84808.355604         
            14.833                      86246.528205         
            15.000                      87703.900373         
            15.167                      89173.285310         
            15.333                      90653.088017         
            15.500                      92144.643216         
            15.667                      93647.546376         
            15.833                      95170.684065         
            16.000                      96733.813765         
            16.167                      98346.553596         
            16.333                     100010.948204         
            16.500                     101719.585329         
            16.667                     103457.256801         
            16.833                     105212.025085         
            17.000                     106988.344933         
            17.167                     108777.946338         
            17.333                     110602.285465         
            17.500                     112474.498491         
            17.667                     114385.963423         
            17.833                     116335.700199         
            18.000                     118303.099011         
            18.167                     120275.233722         
            18.333                     122258.838026         
            18.500                     124229.668387         
            18.667                     126188.834029         
            18.833                     128135.875566         
            19.000                     130080.248109         
            19.167                     132021.028216         
            19.333                     133974.249973         
            19.500                     135963.243531         
            19.667                     137955.478343         
            19.833                     139931.579812         
            20.000                     141890.446601         
            20.167                     143858.174366         
            20.333                     145843.879487         
            20.500                     147845.561612         
            20.667                     149843.314377         
            20.833                     151813.293449         
            21.000                     153749.392435         
            21.167                     155655.012790         
            21.333                     157540.866936         
            21.500                     159404.872960         
            21.667                     161267.178109         
            21.833                     163138.119002         
            22.000                     165012.428090         
            22.167                     166900.424026         
            22.333                     168790.955879         
            22.500                     170676.540987         
            22.667                     172532.128424         
            22.833                     174333.854230         
            23.000                     176088.311554         
            23.167                     177791.478457         
            23.333                     179465.521637         
            23.500                     181126.675553         
            23.667                     182781.442484         
            23.833                     184426.825729         
            24.000                     186074.786769         
            24.167                     187723.175162         
            24.333                     189374.284507         
            24.500                     191014.921487         
            24.667                     192658.588040         
            24.833                     194310.729807         
            25.000                     195973.196668         
            25.167                     197643.564055         
            25.333                     199321.511048         
            25.500                     201019.099317         
            25.667                     202729.925823         
            25.833                     204447.869330         
            26.000                     206195.204294         
            26.167                     207956.990697         
            26.333                     209721.803976         
            26.500                     211496.038666         
            26.667                     213286.566267         
            26.833                     215083.523956         
            27.000                     216876.125489         
            27.167                     218666.889903         
            27.333                     220468.818128         
            27.500                     222261.596555         
            27.667                     224033.103822         
            27.833                     225807.162943         
            28.000                     227597.199501         
            28.167                     229396.991575         
            28.333                     231200.963076         
            28.500                     232993.280916         
            28.667                     234777.083001         
            28.833                     236561.133064         
            29.000                     238332.439796         
            29.167                     240116.887977         
            29.333                     241900.777653         
            29.500                     243679.726882         
            29.667                     245481.995692         
            29.833                     247301.672939         
            30.000                     249128.022684         
            30.167                     250962.968866         
            30.333                     252795.888943         
            30.500                     254625.553404         
            30.667                     256449.246931         
            30.833                     258270.102763         
            31.000                     260086.565779         
            31.167                     261907.240843         
            31.333                     263733.348276         
            31.500                     265563.981848         
            31.667                     267397.005374         
            31.833                     269233.204307         
            32.000                     271062.722447         
            32.167                     272884.441993         
            32.333                     274682.264261         
            32.500                     276455.485976         
            32.667                     278211.736971         
            32.833                     279951.933871         
            33.000                     281675.873910         
            33.167                     283411.848982         
            33.333                     285161.170628         
            33.500                     286925.962906         
            33.667                     288706.619272         
            33.833                     290509.031897         
            34.000                     292324.303113         
            34.167                     294139.001020         
            34.333                     295939.348810         
            34.500                     297730.357447         
            34.667                     299510.239729         
            34.833                     301308.030016         
            35.000                     303119.254668         
            35.167                     304953.822359         
            35.333                     306815.487900         
            35.500                     308685.481952         
            35.667                     310549.193096         
            35.833                     312406.391602         
            36.000                     314277.617320         
            36.167                     316183.533436         
            36.333                     318091.143987         
            36.500                     320006.714961         
            36.667                     321922.145505         
            36.833                     323839.286507         
            37.000                     325737.786867         
            37.167                     327603.798274         
            37.333                     329462.070291         
            37.500                     331310.363952         
            37.667                     333136.727779         
            37.833                     334947.237798         
            38.000                     336756.931900         
            38.167                     338582.783895         
            38.333                     340435.679369         
            38.500                     342305.110481         
            38.667                     344193.706576         
            38.833                     346076.628198         
            39.000                     347966.591812         
            39.167                     349877.292051         
            39.333                     351806.471560         
            39.500                     353744.524249         
            39.667                     355696.590748         
            39.833                     357649.703744         
            40.000                     359606.257263         
            40.167                     361560.745321         
            40.333                     363523.500063         
            40.500                     365511.189079         
            40.667                     367535.355124         
            40.833                     369581.417203         
            41.000                     371642.784585         
            41.167                     373692.271672         
            41.333                     375731.752269         
            41.500                     377757.760744         
            41.666                     379767.116014         
            41.833                     381765.732846         
            42.000                     383767.087788         
            42.166                     385787.304020         
            42.333                     387824.637059         
            42.500                     389893.934316         
            42.666                     392006.158226         
            42.833                     394166.621971         
            43.000                     396377.534578         
            43.166                     398622.800856         
            43.333                     400890.541794         
            43.500                     403169.832586         
            43.666                     405444.148643         
            43.833                     407699.061137         
            44.000                     409922.795607         
            44.166                     412144.904253         
            44.333                     414381.915191         
            44.500                     416648.032762         
            44.666                     418937.126986         
            44.833                     421240.087639         
            45.000                     423569.293305         
            45.166                     425921.450835         
            45.333                     428292.593204         
            45.500                     430647.508765         
            45.666                     432996.668485         
            45.833                     435351.153615         
            46.000                     437699.761586         
            46.166                     440049.851218         
            46.333                     442387.819072         
            46.500                     444716.013621         
            46.666                     447044.094371         
            46.833                     449387.514379         
            47.000                     451744.118959         
            47.166                     454117.042381         
            47.333                     456505.126665         
            47.500                     458896.793956         
            47.666                     461285.115085         
            47.833                     463693.549746         
            48.000                     466118.554321         
            48.166                     468559.412267         
            48.333                     471031.997529         
            48.500                     473537.109360         
            48.666                     476070.951913         
            48.833                     478588.119489         
            49.000                     481080.590147         
            49.166                     483565.056976         
            49.333                     486028.368525         
            49.500                     488465.393135         
            49.666                     490882.810957         
            49.833                     493266.424981         
            50.000                     495644.327366         
            50.166                     498031.161057         
            50.333                     500430.667127         
            50.500                     502846.289554         
            50.666                     505279.935552         
            50.833                     507712.255838         
            51.000                     510127.637791         
            51.166                     512544.511327         
            51.333                     514955.968147         
            51.500                     517352.796580         
            51.666                     519740.292255         
            51.833                     522129.628333         
            52.000                     524510.714723         
            52.166                     526886.646164         
            52.333                     529240.661366         
            52.500                     531582.765240         
            52.666                     533929.257710         
            52.833                     536298.978023         
            53.000                     538675.456720         
            53.166                     541058.266323         
            53.333                     543455.673565         
            53.500                     545865.429476         
            53.666                     548310.051239         
            53.833                     550795.115179         
            54.000                     553301.955336         
            54.166                     555826.289488         
            54.333                     558346.511279         
            54.500                     560851.056843         
            54.666                     563307.702505         
            54.833                     565752.067602         
            55.000                     568207.080131         
            55.166                     570665.087959         
            55.333                     573110.940575         
            55.500                     575556.913090         
            55.666                     577992.236135         
            55.833                     580435.176490         
            56.000                     582876.006948         
            56.166                     585305.371191         
            56.333                     587742.585065         
            56.500                     590175.552901         
            56.666                     592604.610074         
            56.833                     595028.730737         
            57.000                     597462.230032         
            57.166                     599921.782900         
            57.333                     602407.756483         
            57.500                     604916.458287         
            57.666                     607439.674251         
            57.833                     609960.955696         
            58.000                     612488.485098         
            58.166                     615025.295984         
            58.333                     617586.473844         
            58.500                     620150.742572         
            58.666                     622699.093810         
            58.833                     625233.578654         
            59.000                     627765.106221         
            59.166                     630299.445606         
            59.333                     632843.952615         
            59.500                     635368.226310         
            59.666                     637873.708211         
            59.833                     640376.087992         
            60.000                     642891.637706         
            60.166                     645437.124215         
            60.333                     648021.492268         
            60.500                     650649.266809         
            60.666                     653317.877329         
            60.833                     656023.729344         
            61.000                     658746.772984         
            61.166                     661484.763292         
            61.333                     664211.637694         
            61.500                     666941.826185         
            61.666                     669688.169423         
            61.833                     672476.696162         
            62.000                     675310.049214         
            62.166                     678169.626015         
            62.333                     681048.965470         
            62.500                     683921.241765         
            62.666                     686773.355782         
            62.833                     689585.310949         
            63.000                     692378.076755         
            63.166                     695170.827592         
            63.333                     697973.074986         
            63.500                     700775.741750         
            63.666                     703577.658273         
            63.833                     706365.253817         
            64.000                     709122.972240         
            64.166                     711873.583676         
            64.333                     714632.220162         
            64.500                     717388.935915         
            64.666                     720143.752307         
            64.833                     722872.156441         
            65.000                     725561.972718         
            65.166                     728220.865873         
            65.333                     730858.280796         
            65.500                     733480.580629         
            65.666                     736105.604084         
            65.833                     738730.775017         
            66.000                     741322.374844         
            66.166                     743879.941215         
            66.333                     746427.126282         
            66.500                     748984.533257         
            66.666                     751550.364530         
            66.833                     754108.125379         
            67.000                     756664.630614         
            67.166                     759221.345683         
            67.333                     761831.244229         
            67.500                     764473.014237         
            67.666                     767136.253673         
            67.833                     769824.205607         
            68.000                     772521.439551         
            68.166                     775210.197925         
            68.333                     777884.881258         
            68.500                     780557.814942         
            68.666                     783239.601016         
            68.833                     785926.870831         
            69.000                     788593.509173         
            69.166                     791246.919124         
            69.333                     793902.245861         
            69.500                     796575.387449         
            69.666                     799260.043726         
            69.833                     801963.959304         
            70.000                     804648.163813         
            70.166                     807317.227596         
            70.333                     809976.869908         
            70.500                     812627.388031         
            70.666                     815291.575763         
            70.833                     817967.127911         
            71.000                     820642.108233         
            71.166                     823339.289087         
            71.333                     826053.187527         
            71.500                     828775.638115         
            71.666                     831500.392613         
            71.833                     834221.756500         
            72.000                     836925.863056         
            72.166                     839644.355324         
            72.333                     842382.891082         
            72.500                     845179.032462         
            72.666                     848005.646476         
            72.833                     850831.234044         
            73.000                     853662.127120         
            73.166                     856485.042000         
            73.333                     859312.939533         
            73.500                     862170.141662         
            73.666                     865075.041361         
            73.833                     868021.887354         
            74.000                     871005.799363         
            74.166                     874009.690210         
            74.333                     877009.849467         
            74.500                     879998.954881         
            74.666                     882989.009106         
            74.833                     885990.671494         
            75.000                     889016.159750         
            75.166                     892030.968751         
            75.333                     895065.521557         
            75.500                     898114.615889         
            75.666                     901164.409486         
            75.833                     904240.137942         
            76.000                     907333.046407         
            76.166                     910463.203575         
            76.333                     913623.066893         
            76.500                     916796.052984         
            76.666                     920003.381196         
            76.833                     923257.410001         
            77.000                     926546.193377         
            77.166                     929860.894840         
            77.333                     933181.697521         
            77.500                     936511.539968         
