             TauR                           MSD              
            0.000                         0.000000           
            0.167                         5.187077           
            0.333                        17.953640           
            0.500                        38.600986           
            0.667                        69.348522           
            0.833                        112.952902          
            1.000                        168.246649          
            1.167                        231.628793          
            1.333                        301.482671          
            1.500                        375.456980          
            1.667                        452.786088          
            1.833                        532.238579          
            2.000                        613.809000          
            2.167                        695.778843          
            2.333                        779.332398          
            2.500                        864.503329          
            2.667                        950.131524          
            2.833                       1036.174687          
            3.000                       1122.004268          
            3.167                       1207.132143          
            3.333                       1292.281344          
            3.500                       1378.480293          
            3.667                       1466.798958          
            3.833                       1556.162546          
            4.000                       1646.409446          
            4.167                       1738.116642          
            4.333                       1832.036343          
            4.500                       1927.721642          
            4.667                       2022.783607          
            4.833                       2118.788650          
            5.000                       2216.392287          
            5.167                       2315.355549          
            5.333                       2415.080030          
            5.500                       2516.714306          
            5.667                       2621.082451          
            5.833                       2727.535641          
            6.000                       2837.159940          
            6.167                       2948.901336          
            6.333                       3063.079836          
            6.500                       3175.644373          
            6.667                       3290.745677          
            6.833                       3410.605145          
            7.000                       3532.707151          
            7.167                       3657.311867          
            7.333                       3782.301969          
            7.500                       3907.035349          
            7.667                       4031.853981          
            7.833                       4155.122944          
            8.000                       4277.116170          
            8.167                       4397.844145          
            8.333                       4516.420591          
            8.500                       4634.789814          
            8.667                       4754.180262          
            8.833                       4873.787018          
            9.000                       4994.673567          
            9.167                       5117.928695          
            9.333                       5242.922904          
            9.500                       5367.038454          
            9.667                       5492.169314          
            9.833                       5620.819528          
            10.000                      5754.984980          
            10.167                      5892.427348          
            10.333                      6033.139002          
            10.500                      6177.330900          
            10.667                      6325.786576          
            10.833                      6474.154639          
            11.000                      6624.874796          
            11.167                      6778.336879          
            11.333                      6933.747462          
            11.500                      7092.062946          
            11.667                      7256.761334          
            11.833                      7424.318958          
            12.000                      7594.187080          
            12.167                      7766.798549          
            12.333                      7941.706533          
            12.500                      8119.758352          
            12.667                      8301.719573          
            12.833                      8484.292471          
            13.000                      8669.218660          
            13.167                      8857.078645          
            13.333                      9047.848618          
            13.500                      9245.473910          
            13.667                      9452.408115          
            13.833                      9665.242488          
            14.000                      9878.118561          
            14.167                      10089.555031         
            14.333                      10297.622612         
            14.500                      10504.069272         
            14.667                      10709.452559         
            14.833                      10915.652180         
            15.000                      11125.261178         
            15.167                      11334.497043         
            15.333                      11539.278250         
            15.500                      11741.015354         
            15.667                      11940.018537         
            15.833                      12138.753777         
            16.000                      12339.392554         
            16.167                      12543.219179         
            16.333                      12747.418305         
            16.500                      12953.544985         
            16.667                      13160.995861         
            16.833                      13368.397711         
            17.000                      13576.736300         
            17.167                      13784.678860         
            17.333                      13995.942566         
            17.500                      14208.041893         
            17.667                      14418.146630         
            17.833                      14631.178684         
            18.000                      14850.900101         
            18.167                      15076.860048         
            18.333                      15304.704721         
            18.500                      15533.087474         
            18.667                      15760.048678         
            18.833                      15985.173527         
            19.000                      16206.775324         
            19.167                      16430.560458         
            19.333                      16655.616695         
            19.500                      16881.055838         
            19.667                      17108.949327         
            19.833                      17339.633677         
            20.000                      17572.928037         
            20.167                      17808.492182         
            20.333                      18043.112614         
            20.500                      18279.363408         
            20.667                      18519.507870         
            20.833                      18765.269368         
            21.000                      19012.134808         
            21.167                      19258.782203         
            21.333                      19503.972016         
            21.500                      19750.838738         
            21.667                      19999.084258         
            21.833                      20248.783569         
            22.000                      20499.144773         
            22.167                      20752.576929         
            22.333                      21010.087981         
            22.500                      21272.001652         
            22.667                      21530.772049         
            22.833                      21783.563382         
            23.000                      22032.093646         
            23.167                      22277.868718         
            23.333                      22522.984180         
            23.500                      22769.670166         
            23.667                      23019.547804         
            23.833                      23273.840122         
            24.000                      23529.693603         
            24.167                      23785.993590         
            24.333                      24042.394705         
            24.500                      24302.930838         
            24.667                      24561.783849         
            24.833                      24823.728571         
            25.000                      25087.518676         
            25.167                      25348.220504         
            25.333                      25606.187915         
            25.500                      25866.883975         
            25.667                      26126.864992         
            25.833                      26389.583137         
            26.000                      26657.038367         
            26.167                      26930.316520         
            26.333                      27206.599920         
            26.500                      27485.538841         
            26.667                      27765.027997         
            26.833                      28043.329150         
            27.000                      28322.197935         
            27.167                      28600.810952         
            27.333                      28877.337825         
            27.500                      29150.676085         
            27.667                      29417.027044         
            27.833                      29679.428945         
            28.000                      29937.410390         
            28.167                      30192.875447         
            28.333                      30443.613563         
            28.500                      30693.397181         
            28.667                      30944.448967         
            28.833                      31193.418735         
            29.000                      31436.524255         
            29.167                      31678.668615         
            29.333                      31919.962340         
            29.500                      32159.114740         
            29.667                      32396.128582         
            29.833                      32637.390118         
            30.000                      32883.013127         
            30.167                      33128.367679         
            30.333                      33372.436551         
            30.500                      33615.273109         
            30.667                      33858.198162         
            30.833                      34099.417153         
            31.000                      34341.273550         
            31.167                      34584.065875         
            31.333                      34828.950061         
            31.500                      35073.866970         
            31.667                      35316.156361         
            31.833                      35557.707639         
            32.000                      35802.908300         
            32.167                      36049.992226         
            32.333                      36297.855842         
            32.500                      36544.657761         
            32.667                      36790.617757         
            32.833                      37036.837715         
            33.000                      37284.713292         
            33.167                      37534.149586         
            33.333                      37784.290671         
            33.500                      38033.316972         
            33.667                      38284.025758         
            33.833                      38535.096760         
            34.000                      38785.426015         
            34.167                      39038.701864         
            34.333                      39293.247512         
            34.500                      39549.646608         
            34.667                      39809.312167         
            34.833                      40072.761988         
            35.000                      40339.403383         
            35.167                      40607.889816         
            35.333                      40882.642218         
            35.500                      41157.192430         
            35.667                      41426.511002         
            35.833                      41688.676574         
            36.000                      41947.934570         
            36.167                      42208.692612         
            36.333                      42469.309899         
            36.500                      42733.308314         
            36.667                      42996.750186         
            36.833                      43260.185702         
            37.000                      43520.134910         
            37.167                      43776.847759         
            37.333                      44032.200413         
            37.500                      44285.412405         
            37.667                      44537.769669         
            37.833                      44786.308608         
            38.000                      45028.425813         
            38.167                      45265.885743         
            38.333                      45505.555660         
            38.500                      45750.059543         
            38.667                      45998.387332         
            38.833                      46249.360082         
            39.000                      46503.647411         
            39.167                      46760.823709         
            39.333                      47022.289744         
            39.500                      47282.903579         
            39.667                      47548.574499         
            39.833                      47815.664680         
            40.000                      48084.084968         
            40.167                      48353.351110         
            40.333                      48626.141104         
            40.500                      48902.048678         
            40.667                      49184.912509         
            40.833                      49476.295627         
            41.000                      49771.989919         
            41.167                      50072.009946         
            41.333                      50376.708873         
            41.500                      50683.444257         
            41.666                      50986.707583         
            41.833                      51283.026188         
            42.000                      51579.307053         
            42.166                      51877.353357         
            42.333                      52177.401727         
            42.500                      52479.657889         
            42.666                      52784.134371         
            42.833                      53093.976747         
            43.000                      53408.566199         
            43.166                      53727.278956         
            43.333                      54046.915467         
            43.500                      54369.994692         
            43.666                      54696.590250         
            43.833                      55022.042127         
            44.000                      55342.467072         
            44.166                      55659.225539         
            44.333                      55975.122351         
            44.500                      56294.386365         
            44.666                      56617.566464         
            44.833                      56938.464772         
