             TauR                           MSD              
            0.000                         0.000000           
            0.167                         8.528888           
            0.333                        39.981215           
            0.500                        102.220667          
            0.667                        193.800201          
            0.833                        317.527959          
            1.000                        477.001580          
            1.167                        677.832237          
            1.333                        913.690976          
            1.500                       1188.314190          
            1.667                       1500.845609          
            1.833                       1849.536312          
            2.000                       2230.834150          
            2.167                       2650.488849          
            2.333                       3110.654296          
            2.500                       3607.867542          
            2.667                       4136.064404          
            2.833                       4709.211284          
            3.000                       5314.621367          
            3.167                       5939.884133          
            3.333                       6572.472057          
            3.500                       7215.299111          
            3.667                       7861.727016          
            3.833                       8511.318465          
            4.000                       9164.433306          
            4.167                       9821.389629          
            4.333                       10482.087947         
            4.500                       11147.131375         
            4.667                       11821.873164         
            4.833                       12512.338499         
            5.000                       13201.311143         
            5.167                       13887.659100         
            5.333                       14568.838929         
            5.500                       15243.317211         
            5.667                       15913.300572         
            5.833                       16594.590327         
            6.000                       17292.358252         
            6.167                       17999.713347         
            6.333                       18715.942462         
            6.500                       19443.538422         
            6.667                       20186.061444         
            6.833                       20946.719865         
            7.000                       21732.551490         
            7.167                       22542.568175         
            7.333                       23376.971046         
            7.500                       24238.282028         
            7.667                       25122.771724         
            7.833                       26027.516126         
            8.000                       26958.238639         
            8.167                       27909.453418         
            8.333                       28890.016032         
            8.500                       29906.436623         
            8.667                       30944.325685         
            8.833                       32002.392797         
            9.000                       33071.426523         
            9.167                       34144.577073         
            9.333                       35213.103581         
            9.500                       36268.129627         
            9.667                       37314.483679         
            9.833                       38360.924686         
            10.000                      39389.191506         
            10.167                      40424.806177         
            10.333                      41452.010821         
            10.500                      42479.344976         
            10.667                      43498.828841         
            10.833                      44510.138007         
            11.000                      45514.626529         
            11.167                      46527.476676         
            11.333                      47543.742081         
            11.500                      48555.957198         
            11.667                      49560.743866         
            11.833                      50560.886611         
            12.000                      51568.987217         
            12.167                      52585.893586         
            12.333                      53599.444205         
            12.500                      54604.534157         
            12.667                      55589.050122         
            12.833                      56562.987228         
            13.000                      57531.686255         
            13.167                      58488.136888         
            13.333                      59419.444923         
            13.500                      60323.303480         
            13.667                      61202.075025         
            13.833                      62064.486939         
            14.000                      62925.307428         
            14.167                      63798.448379         
            14.333                      64679.718802         
            14.500                      65577.611056         
            14.667                      66489.164213         
            14.833                      67405.172614         
            15.000                      68325.333948         
            15.167                      69249.982001         
            15.333                      70177.151090         
            15.500                      71107.044677         
            15.667                      72039.004155         
            15.833                      72975.878355         
            16.000                      73927.806267         
            16.167                      74899.920281         
            16.333                      75886.801605         
            16.500                      76880.198652         
            16.667                      77875.499938         
            16.833                      78880.559446         
            17.000                      79896.377008         
            17.167                      80916.380691         
            17.333                      81941.611387         
            17.500                      82961.473938         
            17.667                      83979.992848         
            17.833                      84997.315470         
            18.000                      86019.707416         
            18.167                      87037.684718         
            18.333                      88060.765130         
            18.500                      89093.284684         
            18.667                      90141.276512         
            18.833                      91204.098404         
            19.000                      92280.979347         
            19.167                      93371.026207         
            19.333                      94467.119597         
            19.500                      95555.900402         
            19.667                      96635.035226         
            19.833                      97704.060354         
            20.000                      98752.831964         
            20.167                      99792.522985         
            20.333                     100824.894979         
            20.500                     101841.303774         
            20.667                     102830.238508         
            20.833                     103792.393033         
            21.000                     104739.286648         
            21.167                     105668.169715         
            21.333                     106589.682020         
            21.500                     107503.374975         
            21.667                     108413.737222         
            21.833                     109319.082514         
            22.000                     110232.648846         
            22.167                     111151.746723         
            22.333                     112078.017841         
            22.500                     113010.638230         
            22.667                     113954.227371         
            22.833                     114905.150814         
            23.000                     115860.454698         
            23.167                     116813.048987         
            23.333                     117759.033270         
            23.500                     118703.223118         
            23.667                     119649.193388         
            23.833                     120602.966968         
            24.000                     121562.296481         
            24.167                     122530.681559         
            24.333                     123507.992052         
            24.500                     124493.727302         
            24.667                     125492.369751         
            24.833                     126494.825865         
            25.000                     127496.913946         
            25.167                     128499.546898         
            25.333                     129508.045652         
            25.500                     130527.223681         
            25.667                     131552.008545         
            25.833                     132573.028105         
            26.000                     133591.955905         
            26.167                     134611.420068         
            26.333                     135641.246360         
            26.500                     136680.081130         
            26.667                     137721.762749         
            26.833                     138761.766073         
            27.000                     139788.144929         
            27.167                     140804.551850         
            27.333                     141798.736567         
            27.500                     142779.952840         
            27.667                     143759.180293         
            27.833                     144731.710029         
            28.000                     145696.434153         
            28.167                     146664.007392         
            28.333                     147635.952420         
            28.500                     148609.653817         
            28.667                     149579.928083         
            28.833                     150544.867789         
            29.000                     151509.470140         
            29.167                     152468.635517         
            29.333                     153424.057736         
            29.500                     154369.587320         
            29.667                     155312.064325         
            29.833                     156240.133677         
            30.000                     157150.921066         
            30.167                     158063.708574         
            30.333                     158979.480475         
            30.500                     159898.531628         
            30.667                     160824.024261         
            30.833                     161768.090803         
            31.000                     162731.947312         
            31.167                     163709.317164         
            31.333                     164687.589818         
            31.500                     165661.344790         
            31.667                     166634.787543         
            31.833                     167610.516710         
            32.000                     168597.823504         
            32.167                     169595.710226         
            32.333                     170606.678063         
            32.500                     171625.578525         
            32.667                     172655.436316         
            32.833                     173682.269959         
            33.000                     174709.175339         
            33.167                     175734.629467         
            33.333                     176757.940869         
            33.500                     177781.974291         
            33.667                     178815.098607         
            33.833                     179858.644081         
            34.000                     180918.646250         
            34.167                     182002.345001         
            34.333                     183096.514154         
            34.500                     184196.263306         
            34.667                     185299.839721         
            34.833                     186406.445723         
            35.000                     187515.501858         
            35.167                     188625.749717         
            35.333                     189739.002282         
            35.500                     190857.703914         
            35.667                     191986.411923         
            35.833                     193141.673009         
            36.000                     194318.008926         
            36.167                     195508.883729         
            36.333                     196707.841398         
            36.500                     197897.747037         
            36.667                     199084.456187         
            36.833                     200266.271923         
            37.000                     201448.142996         
            37.167                     202622.377066         
            37.333                     203781.868930         
            37.500                     204938.311955         
            37.667                     206092.948678         
            37.833                     207249.487215         
            38.000                     208402.606355         
            38.167                     209563.167229         
            38.333                     210733.792606         
            38.500                     211917.005730         
            38.667                     213119.721187         
            38.833                     214341.155388         
            39.000                     215569.979011         
            39.167                     216807.632279         
            39.333                     218047.101076         
            39.500                     219285.294682         
            39.667                     220514.714295         
            39.833                     221735.039554         
            40.000                     222945.140311         
            40.167                     224140.411003         
            40.333                     225319.345801         
            40.500                     226490.219384         
            40.667                     227655.592248         
            40.833                     228822.149783         
            41.000                     229983.451926         
            41.167                     231141.289917         
            41.333                     232290.722748         
            41.500                     233433.548299         
            41.666                     234581.952201         
            41.833                     235734.067177         
            42.000                     236891.768141         
            42.166                     238058.887895         
            42.333                     239228.707728         
            42.500                     240399.102168         
            42.666                     241560.697049         
            42.833                     242717.646871         
            43.000                     243882.872696         
            43.166                     245072.530339         
            43.333                     246263.690725         
            43.500                     247451.535039         
            43.666                     248640.904333         
            43.833                     249826.540797         
            44.000                     251017.729118         
            44.166                     252215.788201         
            44.333                     253429.943723         
            44.500                     254656.526797         
            44.666                     255888.608424         
            44.833                     257146.369167         
            45.000                     258410.858282         
            45.166                     259669.967714         
            45.333                     260924.010042         
            45.500                     262182.037770         
            45.666                     263453.122495         
            45.833                     264731.547352         
            46.000                     266012.479213         
            46.166                     267277.122453         
            46.333                     268534.171428         
            46.500                     269794.516042         
            46.666                     271061.124544         
            46.833                     272340.414280         
            47.000                     273621.975849         
            47.166                     274898.289955         
            47.333                     276170.333927         
            47.500                     277446.176034         
            47.666                     278722.912082         
            47.833                     279988.643126         
            48.000                     281234.699131         
            48.166                     282458.481945         
            48.333                     283669.496909         
            48.500                     284874.968183         
            48.666                     286075.467009         
            48.833                     287285.766193         
            49.000                     288505.228766         
            49.166                     289745.292692         
            49.333                     291000.638987         
            49.500                     292250.834896         
            49.666                     293481.602137         
            49.833                     294689.484047         
            50.000                     295883.899402         
            50.166                     297073.072954         
            50.333                     298246.002487         
            50.500                     299408.331994         
            50.666                     300558.664123         
            50.833                     301700.751085         
            51.000                     302844.423235         
            51.166                     303988.772576         
            51.333                     305139.063019         
            51.500                     306298.509441         
            51.666                     307474.788391         
            51.833                     308646.378042         
            52.000                     309800.590068         
            52.166                     310938.688469         
            52.333                     312065.618289         
            52.500                     313182.390885         
            52.666                     314292.424255         
            52.833                     315399.128392         
            53.000                     316511.107840         
            53.166                     317632.259559         
            53.333                     318756.975974         
            53.500                     319878.113020         
            53.666                     320997.155723         
            53.833                     322111.183535         
            54.000                     323223.993533         
            54.166                     324335.605673         
            54.333                     325444.208563         
            54.500                     326541.032848         
            54.666                     327626.426146         
            54.833                     328713.545806         
            55.000                     329799.883407         
            55.166                     330878.250601         
            55.333                     331952.424096         
            55.500                     333041.562540         
            55.666                     334144.419866         
            55.833                     335257.812687         
            56.000                     336381.277213         
            56.166                     337512.442852         
            56.333                     338659.612684         
            56.500                     339811.599027         
            56.666                     340972.254133         
            56.833                     342139.970063         
            57.000                     343314.879660         
            57.166                     344491.810964         
            57.333                     345671.571066         
            57.500                     346857.361734         
            57.666                     348052.726003         
            57.833                     349258.198712         
            58.000                     350474.321209         
            58.166                     351702.044645         
            58.333                     352940.030797         
            58.500                     354164.743862         
            58.666                     355366.133052         
            58.833                     356554.501971         
            59.000                     357734.388343         
            59.166                     358920.583862         
            59.333                     360117.264310         
            59.500                     361321.846094         
            59.666                     362540.202988         
            59.833                     363768.299945         
            60.000                     365010.114041         
            60.166                     366262.730985         
            60.333                     367508.802046         
            60.500                     368752.132757         
            60.666                     369990.009189         
            60.833                     371229.348030         
            61.000                     372484.373594         
            61.166                     373763.021517         
            61.333                     375057.254430         
            61.500                     376355.999113         
            61.666                     377663.506907         
            61.833                     378978.157126         
            62.000                     380296.670065         
            62.166                     381626.169720         
            62.333                     382984.968914         
            62.500                     384372.535218         
            62.666                     385799.774615         
            62.833                     387269.793322         
            63.000                     388770.714895         
            63.166                     390289.055243         
            63.333                     391812.424103         
            63.500                     393319.613284         
            63.666                     394817.639617         
            63.833                     396320.206981         
            64.000                     397834.747705         
            64.166                     399354.164191         
            64.333                     400869.406793         
            64.500                     402380.356304         
            64.666                     403895.203647         
            64.833                     405430.872143         
            65.000                     406974.477650         
            65.166                     408516.983076         
            65.333                     410056.114175         
            65.500                     411592.795926         
            65.666                     413139.393793         
            65.833                     414692.126793         
            66.000                     416231.132357         
            66.166                     417756.956831         
            66.333                     419270.883794         
            66.500                     420777.070712         
            66.666                     422291.605044         
            66.833                     423818.595725         
            67.000                     425362.659132         
            67.166                     426911.414949         
            67.333                     428460.662019         
            67.500                     430007.666527         
            67.666                     431550.118773         
            67.833                     433081.860680         
            68.000                     434602.923265         
            68.166                     436133.264553         
            68.333                     437669.034986         
            68.500                     439206.719643         
            68.666                     440745.444538         
            68.833                     442295.238359         
            69.000                     443862.362102         
            69.166                     445452.129151         
            69.333                     447045.920553         
            69.500                     448637.381796         
            69.666                     450239.421055         
            69.833                     451859.474343         
            70.000                     453495.772321         
            70.166                     455154.929015         
            70.333                     456832.042364         
            70.500                     458522.831385         
            70.666                     460220.155388         
            70.833                     461924.143556         
            71.000                     463640.154096         
            71.166                     465371.261023         
            71.333                     467120.045396         
            71.500                     468877.776645         
            71.666                     470642.961463         
            71.833                     472425.196754         
            72.000                     474225.299413         
            72.166                     476040.322997         
            72.333                     477858.942577         
            72.500                     479670.426621         
            72.666                     481487.488378         
            72.833                     483307.938003         
            73.000                     485131.772449         
            73.166                     486960.327096         
            73.333                     488782.028595         
            73.500                     490592.522448         
            73.666                     492404.628051         
            73.833                     494231.379976         
            74.000                     496079.639308         
            74.166                     497958.585319         
            74.333                     499864.365600         
            74.500                     501788.385414         
            74.666                     503744.877721         
            74.833                     505729.387706         
            75.000                     507741.835690         
            75.166                     509778.649818         
            75.333                     511840.023327         
            75.500                     513935.587727         
            75.666                     516075.146747         
            75.833                     518260.962814         
            76.000                     520482.849094         
            76.166                     522734.548792         
            76.333                     525006.896776         
            76.500                     527279.089719         
            76.666                     529548.897130         
            76.833                     531819.833409         
            77.000                     534082.820542         
            77.166                     536328.028063         
            77.333                     538552.720766         
            77.500                     540764.802586         
            77.666                     542957.592963         
            77.833                     545137.422036         
            78.000                     547318.871950         
            78.166                     549488.356690         
            78.333                     551673.463863         
            78.500                     553903.507678         
            78.666                     556165.074654         
            78.833                     558440.287021         
            79.000                     560700.063120         
            79.166                     562937.797067         
            79.333                     565144.609017         
            79.500                     567302.715213         
            79.666                     569431.474886         
            79.833                     571543.073169         
            80.000                     573639.982239         
            80.166                     575724.994665         
            80.333                     577807.474225         
            80.500                     579891.653201         
            80.666                     581995.043095         
            80.833                     584117.202232         
            81.000                     586269.359536         
            81.166                     588455.439306         
            81.333                     590667.564405         
            81.500                     592884.488823         
            81.666                     595087.466973         
            81.833                     597266.648680         
            82.000                     599461.600494         
            82.166                     601671.794585         
            82.333                     603892.429054         
            82.500                     606117.340869         
            82.666                     608344.725914         
            82.833                     610564.241257         
            83.000                     612792.551074         
            83.166                     615020.447853         
            83.333                     617262.028713         
            83.500                     619520.986320         
            83.666                     621781.081880         
            83.833                     624047.655265         
            84.000                     626317.268906         
            84.166                     628594.290808         
            84.333                     630875.331268         
            84.500                     633158.651502         
            84.666                     635431.053648         
            84.833                     637677.776236         
            85.000                     639906.040837         
            85.166                     642134.754690         
            85.333                     644356.347585         
            85.500                     646551.640643         
            85.666                     648722.044138         
            85.833                     650874.839138         
            86.000                     653029.714626         
            86.166                     655182.134276         
            86.333                     657331.432360         
            86.500                     659505.134136         
            86.666                     661707.276696         
            86.833                     663936.466189         
            87.000                     666215.518262         
            87.166                     668558.074647         
            87.333                     670969.221190         
            87.500                     673463.328002         
            87.666                     675997.470408         
            87.833                     678557.833445         
            88.000                     681133.253021         
            88.166                     683737.936394         
            88.333                     686374.890744         
            88.500                     689047.022219         
            88.666                     691776.934036         
            88.833                     694552.050792         
            89.000                     697372.744374         
            89.166                     700202.060134         
            89.333                     703000.120435         
            89.500                     705757.599575         
            89.666                     708496.689392         
            89.833                     711238.139037         
            90.000                     713973.258427         
            90.166                     716695.699497         
            90.333                     719399.932346         
            90.500                     722084.214242         
            90.666                     724741.544157         
            90.833                     727391.465183         
            91.000                     730049.620141         
            91.166                     732710.972681         
            91.333                     735395.463040         
            91.500                     738125.646355         
            91.666                     740869.121129         
