           rCoM                     NinBin                    phiLoc                    align                      pInt                     pSwim          
         1.124942                    1972                  7718.432591               9580.661694                  -419.1                  -2016322.8       
         2.249884                    5951                  23291.112569             -18182.912261                -14992.1                 7602698.6        
         3.374826                    9862                  38594.144764             -26020.919572               -108621.7                 15720277.0       
         4.499768                   13835                  54138.219129              -9819.201258                -99908.3                 6945914.6        
         5.624710                   17842                  69811.320797              15646.367845                84615.4                 -15898006.9       
         6.749652                   21792                  85258.258323              5219.330478                 201211.7                 -6234453.1       
         7.874594                   25733                 100666.736630             -41275.504578               -385648.5                 62210246.0       
         8.999536                   29658                 116011.567595             -10811.728905                -43318.0                 14704101.6       
        10.124478                   33703                 131827.103958              44372.476292                544397.1                -86173809.0       
        11.249420                   37557                 146896.226060              49142.261369                623270.7                -102505251.1      
        12.374362                   41529                 162427.747069              13076.783732               -247220.0                -28172730.8       
        13.499304                   45484                 177891.246606              13530.473706                575824.8                -36506859.8       
        14.624246                   49466                 193456.983558              34117.564621               -114051.4                -99021356.0       
        15.749188                   53405                 208842.441501             -27601.443957                140875.2                 81617421.8       
        16.874130                   57274                 223966.807784             -32596.105911               -180301.1                110113102.4       
        17.999072                   61295                 239673.334306              20462.804172                72314.2                 -72018098.2       
        19.124014                   65228                 255009.803925             -10494.022571                87083.0                  35371457.9       
        20.248956                   69189                 270470.111857             -39339.400393               -2082821.5               150882996.0       
        21.373898                   73205                 286129.946967             -49876.085067               -2162072.0               206043494.4       
        22.498840                   77216                 301741.278189              58685.120229               3488866.8                -260587821.6      
        23.623782                   80999                 316473.372302              37289.807765                949019.4                -174286899.3      
        24.748724                   85037                 332182.777550             -17583.314953                628065.9                 86748368.7       
        25.873666                   89089                 347932.441799             -26185.743701               -2210366.6               128521842.3       
        26.998608                   92755                 362171.372292             184041.342661               5878623.0                -976974985.9      
        28.123550                   96750                 377666.215795             151520.740878               4074447.0                -833675774.4      
        29.248492                   100631                392715.811751             121929.802920               2276673.0                -695902153.6      
        30.373434                   104596                408055.720698             116010.704448               4550351.8                -692165608.0      
        31.498376                   108453                422946.581504              29748.192515               -491424.4                -185375531.0      
        32.623318                   112343                437913.478725              33924.344495               1003357.8                -208647042.8      
        33.748260                   116129                452443.663136             -23325.443011                253625.4                155671394.2       
        34.873202                   120244                468162.738569             -40272.491257               -4925031.2               273098141.1       
        35.998144                   124266                483389.254087             109050.191962               7956378.6                -776862402.7      
        37.123086                   127972                497212.613609             199492.477710               6775829.9               -1466006976.7      
        38.248028                   131954                511833.951918             211551.607056               9256882.6               -1599195695.9      
        39.372970                   135737                525221.822461             273950.538968               9233410.0               -2126673732.3      
        40.497912                   139596                538182.743159             361139.614184               11325670.9              -2888856996.3      
        41.622854                   143158                548874.634047             517009.042730               24107352.9              -4249251111.9      
        42.747796                   146901                558534.256251             805407.239546               31957718.0              -6803830077.3      
        43.872738                   150414                565134.085636             1218042.499858              53988679.2              -10560559670.4     
        44.997680                   153525                567276.320267             1564161.185399              65569182.5              -13914035106.5     
        46.122622                   156462                565450.013245             2073433.214955              98554343.9              -18904195216.8     
        47.247564                   158692                557570.534857             2805388.027864             129048949.7              -26215524685.6     
        48.372506                   160253                544117.535722             3894325.615699             185772000.2              -37262481453.6     
        49.497448                   159568                520635.365438             4996702.146990             244187666.3              -48921278845.7     
        50.622390                   156900                489897.851525             5972578.944890             303330837.4              -59809647494.2     
        51.747332                   150752                449347.421591             6832936.998770             349173856.8              -69959365392.9     
        52.872274                   141432                401656.753312             7463608.434343             393224338.3              -78097417492.4     
        53.997216                   128068                346483.575243             7490133.491518             399111389.6              -80042287848.9     
        55.122158                   112146                289202.248314             6943377.226371             387216768.7              -75752449603.3     
