 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     3.2500     0.3300     3.4400     0.2500     3.4350     0.2400     3.1950     0.2200     3.1350     0.2200     3.0800     0.2150     3.1050     0.2200     3.0100     0.1950     2.8050  
   20.0      0.2500     3.2500     0.3300     3.4400     0.2500     3.1850     0.2400     3.1600     0.2200     3.1350     0.2200     3.0800     0.2300     3.0900     0.2200     3.0100     0.2100     2.8050  
   30.0      0.2500     3.2500     0.2200     3.4400     0.2500     3.4350     0.2400     3.1600     0.2200     3.1350     0.2400     3.0800     0.2150     3.0900     0.2200     3.0100     0.1950     2.8050  
   40.0      0.2500     3.2500     0.3300     3.4400     0.2500     3.4350     0.2400     3.1600     0.2200     3.0800     0.2200     3.0800     0.2150     3.0900     0.2050     3.0100     0.1950     2.7950  
   50.0      0.2500     3.2500     0.3300     3.4400     0.2500     3.4350     0.2400     3.1600     0.2200     3.1350     0.2200     3.0800     0.2150     3.1050     0.2050     3.0100     0.2100     2.7950  
   60.0      0.2500     3.2500     0.3300     3.4400     0.2500     3.4350     0.2400     3.1600     0.2200     3.1100     0.2200     3.0800     0.2300     3.0900     0.2200     3.0100     0.1950     2.7950  
   70.0      0.2500     3.2500     0.3300     3.4400     0.2500     3.4350     0.2400     3.1600     0.2200     3.1350     0.2400     3.0800     0.2150     3.1050     0.2300     3.0200     0.2150     2.8050  
   80.0      0.2500     3.2500     0.2200     3.4400     0.2500     3.1850     0.2400     3.1600     0.2200     3.0800     0.2200     3.0800     0.2150     3.0600     0.2050     2.9850     0.1950     2.7900  
   90.0      0.2500     3.2500     0.3300     3.4400     0.2500     3.4350     0.2400     3.1600     0.2200     3.0800     0.2400     3.0800     0.2150     3.1050     0.2050     3.0100     0.1950     2.7900  
  100.0      0.2500     3.2500     0.2200     3.4400     0.2500     3.4350     0.2400     3.1600     0.2200     3.1350     0.2200     3.0800     0.2300     3.1050     0.2050     3.0100     0.2100     2.8050  
