 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2750     1.9550     0.2500     1.8050     0.2650     1.8350     0.2650     1.8900     0.2550     1.8600     0.2250     1.7250  
   20.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     2.0000     0.2500     1.8050     0.2200     1.8350     0.2150     1.8900     0.2200     1.8600     0.2100     1.7450  
   30.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     1.9550     0.2500     1.8050     0.2200     1.8350     0.2300     1.8900     0.2200     1.8600     0.1950     1.7350  
   40.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     1.9200     0.2200     1.8050     0.2200     1.8350     0.2150     1.8900     0.2050     1.8500     0.2100     1.7250  
   50.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     1.9550     0.2200     1.8050     0.2200     1.8350     0.2300     1.8900     0.2200     1.8600     0.2100     1.7350  
   60.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     1.9550     0.2200     1.8050     0.2200     1.8350     0.2300     1.8900     0.2300     1.8500     0.2100     1.7250  
   70.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     2.0000     0.2500     1.8600     0.2400     1.8550     0.2300     1.8900     0.2200     1.8750     0.2100     1.7450  
   80.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     2.0000     0.2500     1.8300     0.2200     1.8350     0.2150     1.8900     0.2200     1.8600     0.1950     1.7450  
   90.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     1.9550     0.2200     1.8050     0.2400     1.8350     0.2150     1.8900     0.2200     1.8600     0.2100     1.7350  
  100.0      0.2500     1.7500     0.3300     2.1100     0.2500     1.9350     0.2400     1.9550     0.2200     1.8050     0.2200     1.8350     0.2000     1.8900     0.2200     1.8600     0.2100     1.7350  
