 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.5000     4.7500     0.4400     4.1100     0.3750     3.8100     0.3600     4.1150     0.3600     4.1900     0.3450     4.1000     0.3400     4.0300     0.3450     4.0000     0.3200     3.7400  
   20.0      0.5000     4.7500     0.3300     4.1100     0.3750     3.8100     0.3200     4.1150     0.3300     4.1900     0.3450     4.1000     0.3250     4.0450     0.3200     3.9750     0.2900     3.7450  
   30.0      0.5000     4.7500     0.3300     4.1100     0.3750     3.8100     0.3200     4.0800     0.3300     4.1350     0.3250     4.0600     0.3100     4.0150     0.3200     3.9500     0.3000     3.7100  
   40.0      0.5000     4.7500     0.3300     4.1100     0.3750     3.8100     0.3200     4.0400     0.3300     4.1100     0.3250     4.0600     0.3250     3.9800     0.3050     3.9100     0.3000     3.6900  
   50.0      0.5000     4.7500     0.3300     4.1100     0.3750     3.8100     0.3600     4.0800     0.3300     4.1350     0.3450     4.0600     0.3100     4.0150     0.3050     3.9750     0.3100     3.7150  
   60.0      0.5000     4.7500     0.4400     4.1100     0.3750     3.8100     0.3600     4.0800     0.3300     4.1900     0.3450     4.0600     0.3400     4.0150     0.3450     3.9500     0.3100     3.7400  
   70.0      0.5000     4.7500     0.3300     4.1100     0.3750     3.8100     0.3600     4.1150     0.3300     4.1900     0.3450     4.0600     0.3400     4.0150     0.3050     3.9850     0.2900     3.7400  
   80.0      0.5000     4.7500     0.3300     4.1100     0.3750     3.8100     0.3600     4.0800     0.3300     4.1650     0.3250     4.0600     0.3400     4.0150     0.3300     3.9850     0.3000     3.7400  
   90.0      0.5000     4.7500     0.4400     4.1100     0.3750     3.8100     0.3600     4.1150     0.3600     4.1900     0.3250     4.0600     0.3250     4.0150     0.3450     3.9600     0.3100     3.7300  
  100.0      0.5000     4.7500     0.3300     4.1100     0.3750     3.8100     0.3600     4.0400     0.3300     4.1350     0.3450     4.0600     0.3250     4.0150     0.3200     3.9500     0.3000     3.7100  
